subset,n,nlls_sd,npe_sd,sd_ratio_npe_over_nlls,nlls_iqr,npe_iqr,iqr_ratio_npe_over_nlls,nlls_median,npe_median
all_voxels_railed_INCLUDED,1618,0.05900925920117818,0.015774118596735755,0.267315990918605,0.11727749999999999,0.024694249999999997,0.21056255462471488,0.106526,0.036468
non_railed_railed_EXCLUDED_OLD,733,0.04021588121359918,0.016436631842285058,0.4087099759168509,0.069403,0.02634,0.3795224990274195,0.067783,0.036022
