nominal,npe_mean,npe_sd,nlls_mean,nlls_sd
0.5,0.2607231638418079,0.037373926304192805,0.41346892655367234,0.04518199725829795
0.68,0.36036158192090395,0.04632665838744326,0.5509378531073448,0.04893858230812071
0.8,0.4380564971751413,0.05413428071526252,0.6418757062146893,0.04965151243062142
0.9,0.5220112994350283,0.05559356023964807,0.7269830508474576,0.044266162261812673
0.95,0.5817853107344632,0.057414794405424734,0.7804293785310735,0.03914062968426569
