baseline,label,paradigm,estimator,calibration,substrate,param,stratum,n,coverage,coverage_lo,coverage_hi,coverage_gap,coverage_gap_lo,coverage_gap_hi,ece,ece_lo,ece_hi,mean_width,mean_pinball,mean_interval_score,alpha,nominal,n_boot,provisional,ruler,substrate_seed,task_version
nlls_split_conformal,NLLS point + split-conformal,conformal,nlls,split,osipi_dro,f,all,2500,0.898,0.8852,0.9092,-0.002,-0.0148,0.0092,0.0292,0.0227385,0.0360931,0.0552971,0.0106279,0.412186,0.1,0.9,1000,true,Fashion calibration ruler v0.1.0 @ f078802,20260619,v2
nlls_split_conformal,NLLS point + split-conformal,conformal,nlls,split,osipi_dro,f,dstar_low,834,0.845324,0.822274,0.869418,-0.0546763,,,,,,0.0552971,,,0.1,0.9,1000,true,Fashion calibration ruler v0.1.0 @ f078802,20260619,v2
nlls_split_conformal,NLLS point + split-conformal,conformal,nlls,split,osipi_dro,f,dstar_mid,833,0.918367,0.897162,0.935562,0.0183673,,,,,,0.0552971,,,0.1,0.9,1000,true,Fashion calibration ruler v0.1.0 @ f078802,20260619,v2
nlls_split_conformal,NLLS point + split-conformal,conformal,nlls,split,osipi_dro,f,dstar_high,833,0.930372,0.912399,0.946494,0.0303721,,,,,,0.0552971,,,0.1,0.9,1000,true,Fashion calibration ruler v0.1.0 @ f078802,20260619,v2
nlls_split_conformal,NLLS point + split-conformal,conformal,nlls,split,osipi_dro,Dstar,all,2500,0.8984,0.886,0.9092,-0.0016,-0.014,0.0092,0.00953846,0.00476846,0.0160923,132.83,7.15227,243.74,0.1,0.9,1000,true,Fashion calibration ruler v0.1.0 @ f078802,20260619,v2
nlls_split_conformal,NLLS point + split-conformal,conformal,nlls,split,osipi_dro,Dstar,dstar_low,834,0.948441,0.931568,0.96258,0.0484412,,,,,,132.83,,,0.1,0.9,1000,true,Fashion calibration ruler v0.1.0 @ f078802,20260619,v2
nlls_split_conformal,NLLS point + split-conformal,conformal,nlls,split,osipi_dro,Dstar,dstar_mid,833,0.905162,0.885953,0.924301,0.00516206,,,,,,132.83,,,0.1,0.9,1000,true,Fashion calibration ruler v0.1.0 @ f078802,20260619,v2
nlls_split_conformal,NLLS point + split-conformal,conformal,nlls,split,osipi_dro,Dstar,dstar_high,833,0.841537,0.816704,0.865433,-0.0584634,,,,,,132.83,,,0.1,0.9,1000,true,Fashion calibration ruler v0.1.0 @ f078802,20260619,v2
reference_segmented,Segmented reference (raw),segmented,reference,raw,osipi_dro,D,all,2500,0.376,0.3576,0.39482,-0.524,-0.5424,-0.50518,0.215846,0.208492,0.222803,0.361868,0.176655,6.56902,0.1,0.9,1000,true,Fashion calibration ruler v0.1.0 @ f078802,20260619,v2
reference_segmented,Segmented reference (raw),segmented,reference,raw,osipi_dro,D,dstar_low,834,0.377698,0.346188,0.408477,-0.522302,,,,,,0.361868,,,0.1,0.9,1000,true,Fashion calibration ruler v0.1.0 @ f078802,20260619,v2
reference_segmented,Segmented reference (raw),segmented,reference,raw,osipi_dro,D,dstar_mid,833,0.380552,0.350896,0.415953,-0.519448,,,,,,0.361868,,,0.1,0.9,1000,true,Fashion calibration ruler v0.1.0 @ f078802,20260619,v2
reference_segmented,Segmented reference (raw),segmented,reference,raw,osipi_dro,D,dstar_high,833,0.369748,0.336864,0.400977,-0.530252,,,,,,0.361868,,,0.1,0.9,1000,true,Fashion calibration ruler v0.1.0 @ f078802,20260619,v2
reference_segmented,Segmented reference (raw),segmented,reference,raw,osipi_dro,f,all,2500,0.1808,0.16639,0.196,-0.7192,-0.73361,-0.704,0.297938,0.291785,0.303787,0.0723736,0.0718687,2.76567,0.1,0.9,1000,true,Fashion calibration ruler v0.1.0 @ f078802,20260619,v2
reference_segmented,Segmented reference (raw),segmented,reference,raw,osipi_dro,f,dstar_low,834,0.184652,0.15802,0.210086,-0.715348,,,,,,0.0723736,,,0.1,0.9,1000,true,Fashion calibration ruler v0.1.0 @ f078802,20260619,v2
reference_segmented,Segmented reference (raw),segmented,reference,raw,osipi_dro,f,dstar_mid,833,0.17527,0.151213,0.201454,-0.72473,,,,,,0.0723736,,,0.1,0.9,1000,true,Fashion calibration ruler v0.1.0 @ f078802,20260619,v2
reference_segmented,Segmented reference (raw),segmented,reference,raw,osipi_dro,f,dstar_high,833,0.182473,0.157324,0.208038,-0.717527,,,,,,0.0723736,,,0.1,0.9,1000,true,Fashion calibration ruler v0.1.0 @ f078802,20260619,v2
reference_segmented,Segmented reference (raw),segmented,reference,raw,osipi_dro,Dstar,all,2500,0.0196,0.0144,0.0252,-0.8804,-0.8856,-0.8748,0.421692,0.41652,0.427447,19.7382,48.4642,1907.47,0.1,0.9,1000,true,Fashion calibration ruler v0.1.0 @ f078802,20260619,v2
reference_segmented,Segmented reference (raw),segmented,reference,raw,osipi_dro,Dstar,dstar_low,834,0.0239808,0.0139046,0.0351105,-0.876019,,,,,,19.7382,,,0.1,0.9,1000,true,Fashion calibration ruler v0.1.0 @ f078802,20260619,v2
reference_segmented,Segmented reference (raw),segmented,reference,raw,osipi_dro,Dstar,dstar_mid,833,0.0144058,0.00713436,0.0230735,-0.885594,,,,,,19.7382,,,0.1,0.9,1000,true,Fashion calibration ruler v0.1.0 @ f078802,20260619,v2
reference_segmented,Segmented reference (raw),segmented,reference,raw,osipi_dro,Dstar,dstar_high,833,0.0204082,0.0114536,0.0313253,-0.879592,,,,,,19.7382,,,0.1,0.9,1000,true,Fashion calibration ruler v0.1.0 @ f078802,20260619,v2
reference_cqr,Segmented reference + CQR,conformal,reference,CQR,osipi_dro,D,all,2500,0.8952,0.88319,0.9068,-0.0048,-0.01681,0.0068,0.0190154,0.0125523,0.0263408,2.16212,0.11504,3.25285,0.1,0.9,1000,true,Fashion calibration ruler v0.1.0 @ f078802,20260619,v2
reference_cqr,Segmented reference + CQR,conformal,reference,CQR,osipi_dro,D,dstar_low,834,0.888489,0.866828,0.910589,-0.0115108,,,,,,2.16212,,,0.1,0.9,1000,true,Fashion calibration ruler v0.1.0 @ f078802,20260619,v2
reference_cqr,Segmented reference + CQR,conformal,reference,CQR,osipi_dro,D,dstar_mid,833,0.909964,0.88847,0.929297,0.00996399,,,,,,2.16212,,,0.1,0.9,1000,true,Fashion calibration ruler v0.1.0 @ f078802,20260619,v2
reference_cqr,Segmented reference + CQR,conformal,reference,CQR,osipi_dro,D,dstar_high,833,0.887155,0.867576,0.908105,-0.0128451,,,,,,2.16212,,,0.1,0.9,1000,true,Fashion calibration ruler v0.1.0 @ f078802,20260619,v2
reference_cqr,Segmented reference + CQR,conformal,reference,CQR,osipi_dro,f,all,2500,0.9096,0.89838,0.9204,0.0096,-0.00162,0.0204,0.0154462,0.00941538,0.0221877,0.812448,0.0386317,0.98753,0.1,0.9,1000,true,Fashion calibration ruler v0.1.0 @ f078802,20260619,v2
reference_cqr,Segmented reference + CQR,conformal,reference,CQR,osipi_dro,f,dstar_low,834,0.922062,0.903323,0.940077,0.0220624,,,,,,0.812448,,,0.1,0.9,1000,true,Fashion calibration ruler v0.1.0 @ f078802,20260619,v2
reference_cqr,Segmented reference + CQR,conformal,reference,CQR,osipi_dro,f,dstar_mid,833,0.915966,0.897337,0.934077,0.0159664,,,,,,0.812448,,,0.1,0.9,1000,true,Fashion calibration ruler v0.1.0 @ f078802,20260619,v2
reference_cqr,Segmented reference + CQR,conformal,reference,CQR,osipi_dro,f,dstar_high,833,0.890756,0.869612,0.911731,-0.0092437,,,,,,0.812448,,,0.1,0.9,1000,true,Fashion calibration ruler v0.1.0 @ f078802,20260619,v2
reference_cqr,Segmented reference + CQR,conformal,reference,CQR,osipi_dro,Dstar,all,2500,0.9116,0.9,0.9236,0.0116,0,0.0236,0.110831,0.105968,0.115508,353.232,18.6746,370.006,0.1,0.9,1000,true,Fashion calibration ruler v0.1.0 @ f078802,20260619,v2
reference_cqr,Segmented reference + CQR,conformal,reference,CQR,osipi_dro,Dstar,dstar_low,834,1,1,1,0.1,,,,,,353.232,,,0.1,0.9,1000,true,Fashion calibration ruler v0.1.0 @ f078802,20260619,v2
reference_cqr,Segmented reference + CQR,conformal,reference,CQR,osipi_dro,Dstar,dstar_mid,833,1,1,1,0.1,,,,,,353.232,,,0.1,0.9,1000,true,Fashion calibration ruler v0.1.0 @ f078802,20260619,v2
reference_cqr,Segmented reference + CQR,conformal,reference,CQR,osipi_dro,Dstar,dstar_high,833,0.734694,0.703886,0.763873,-0.165306,,,,,,353.232,,,0.1,0.9,1000,true,Fashion calibration ruler v0.1.0 @ f078802,20260619,v2
reference_mondrian_cqr,Segmented reference + Mondrian CQR (D* terciles),mondrian,reference,Mondrian,osipi_dro,D,all,2500,0.896,0.8836,0.9076,-0.004,-0.0164,0.0076,0.0189846,0.0124615,0.0263708,2.15907,0.115142,3.25302,0.1,0.9,1000,true,Fashion calibration ruler v0.1.0 @ f078802,20260619,v2
reference_mondrian_cqr,Segmented reference + Mondrian CQR (D* terciles),mondrian,reference,Mondrian,osipi_dro,D,dstar_low,834,0.882494,0.859139,0.904878,-0.017506,,,,,,2.10334,,,0.1,0.9,1000,true,Fashion calibration ruler v0.1.0 @ f078802,20260619,v2
reference_mondrian_cqr,Segmented reference + Mondrian CQR (D* terciles),mondrian,reference,Mondrian,osipi_dro,D,dstar_mid,833,0.905162,0.883251,0.924318,0.00516206,,,,,,2.11313,,,0.1,0.9,1000,true,Fashion calibration ruler v0.1.0 @ f078802,20260619,v2
reference_mondrian_cqr,Segmented reference + Mondrian CQR (D* terciles),mondrian,reference,Mondrian,osipi_dro,D,dstar_high,833,0.90036,0.88137,0.919542,0.000360144,,,,,,2.26081,,,0.1,0.9,1000,true,Fashion calibration ruler v0.1.0 @ f078802,20260619,v2
reference_mondrian_cqr,Segmented reference + Mondrian CQR (D* terciles),mondrian,reference,Mondrian,osipi_dro,f,all,2500,0.9088,0.8972,0.9196,0.0088,-0.0028,0.0196,0.0149846,0.00923,0.0216331,0.819983,0.0386363,0.986893,0.1,0.9,1000,true,Fashion calibration ruler v0.1.0 @ f078802,20260619,v2
reference_mondrian_cqr,Segmented reference + Mondrian CQR (D* terciles),mondrian,reference,Mondrian,osipi_dro,f,dstar_low,834,0.910072,0.890712,0.928324,0.0100719,,,,,,0.799723,,,0.1,0.9,1000,true,Fashion calibration ruler v0.1.0 @ f078802,20260619,v2
reference_mondrian_cqr,Segmented reference + Mondrian CQR (D* terciles),mondrian,reference,Mondrian,osipi_dro,f,dstar_mid,833,0.915966,0.897337,0.934077,0.0159664,,,,,,0.819994,,,0.1,0.9,1000,true,Fashion calibration ruler v0.1.0 @ f078802,20260619,v2
reference_mondrian_cqr,Segmented reference + Mondrian CQR (D* terciles),mondrian,reference,Mondrian,osipi_dro,f,dstar_high,833,0.90036,0.879268,0.919756,0.000360144,,,,,,0.840257,,,0.1,0.9,1000,true,Fashion calibration ruler v0.1.0 @ f078802,20260619,v2
reference_mondrian_cqr,Segmented reference + Mondrian CQR (D* terciles),mondrian,reference,Mondrian,osipi_dro,Dstar,all,2500,0.9232,0.9116,0.93321,0.0232,0.0116,0.03321,0.0814769,0.0765838,0.0861854,283.454,16.393,297.585,0.1,0.9,1000,true,Fashion calibration ruler v0.1.0 @ f078802,20260619,v2
reference_mondrian_cqr,Segmented reference + Mondrian CQR (D* terciles),mondrian,reference,Mondrian,osipi_dro,Dstar,dstar_low,834,0.914868,0.895036,0.933092,0.0148681,,,,,,193.289,,,0.1,0.9,1000,true,Fashion calibration ruler v0.1.0 @ f078802,20260619,v2
reference_mondrian_cqr,Segmented reference + Mondrian CQR (D* terciles),mondrian,reference,Mondrian,osipi_dro,Dstar,dstar_mid,833,0.923169,0.904648,0.940288,0.0231693,,,,,,277.489,,,0.1,0.9,1000,true,Fashion calibration ruler v0.1.0 @ f078802,20260619,v2
reference_mondrian_cqr,Segmented reference + Mondrian CQR (D* terciles),mondrian,reference,Mondrian,osipi_dro,Dstar,dstar_high,833,0.931573,0.912621,0.948069,0.0315726,,,,,,379.69,,,0.1,0.9,1000,true,Fashion calibration ruler v0.1.0 @ f078802,20260619,v2
