condition,beta,N,P,run_index,seed,tau,event,established,max_rho_std_early
b0.1375_N128,0.1375,128,19,77,20271677,337.0,1,1,0.2502463152023502
b0.1375_N128,0.1375,128,19,78,20271678,460.5,1,1,0.2835921250989177
b0.1375_N128,0.1375,128,19,79,20271679,222.5,1,1,0.20959785615435939
b0.1375_N128,0.1375,128,19,80,20271680,1188.0,1,1,0.24231887841680189
b0.1375_N128,0.1375,128,19,81,20271681,334.5,1,1,0.2850676973000371
b0.1375_N128,0.1375,128,19,82,20271682,483.0,1,1,0.2749441682574233
b0.1375_N128,0.1375,128,19,83,20271683,357.0,1,1,0.2360174389385295
b0.1375_N128,0.1375,128,19,84,20271684,295.5,1,1,0.32228010769612037
b0.1375_N128,0.1375,128,19,85,20271685,532.5,1,1,0.2762595505998715
b0.1375_N128,0.1375,128,19,86,20271686,183.5,1,1,0.1602926631781404
b0.1375_N128,0.1375,128,19,87,20271687,240.0,1,1,0.22861256329829113
b0.1375_N128,0.1375,128,19,88,20271688,452.0,1,1,0.2801863416929372
b0.1375_N128,0.1375,128,19,89,20271689,239.0,1,1,0.27641317869007304
b0.1375_N128,0.1375,128,19,90,20271690,598.0,1,1,0.24376265792891136
b0.1375_N128,0.1375,128,19,91,20271691,325.5,1,1,0.2729894927360888
b0.1375_N128,0.1375,128,19,92,20271692,1225.5,1,1,0.28485151919933527
b0.1375_N128,0.1375,128,19,93,20271693,313.5,1,1,0.21950745822612328
b0.1375_N128,0.1375,128,19,94,20271694,362.5,1,1,0.3023723969314002
b0.1375_N128,0.1375,128,19,95,20271695,403.5,1,1,0.24992550115727796
b0.1375_N128,0.1375,128,19,96,20271696,188.0,1,1,0.18253608314744887
b0.1375_N128,0.1375,128,19,97,20271697,895.0,1,1,0.290829625136286
b0.1375_N128,0.1375,128,19,98,20271698,369.5,1,1,0.28248667549373
b0.1375_N128,0.1375,128,19,99,20271699,160.5,1,1,0.23239269134372492
b0.1375_N256,0.1375,256,38,0,20271700,452.0,1,1,0.24519116645574213
b0.1375_N256,0.1375,256,38,1,20271701,390.0,1,1,0.2508759803718226
b0.1375_N256,0.1375,256,38,2,20271702,255.0,1,1,0.24261259497967327
b0.1375_N256,0.1375,256,38,3,20271703,155.0,1,1,0.20447146315561177
b0.1375_N256,0.1375,256,38,4,20271704,931.5,1,1,0.28645761941799003
b0.1375_N256,0.1375,256,38,5,20271705,362.0,1,1,0.29426041222967414
b0.1375_N256,0.1375,256,38,6,20271706,234.0,1,1,0.2180322438466578
b0.1375_N256,0.1375,256,38,7,20271707,925.0,1,1,0.28625434408985084
b0.1375_N256,0.1375,256,38,8,20271708,414.5,1,1,0.27088395739438653
b0.1375_N256,0.1375,256,38,9,20271709,875.5,1,1,0.2956587124534922
b0.1375_N256,0.1375,256,38,10,20271710,770.0,1,1,0.2965713376595983
b0.1375_N256,0.1375,256,38,11,20271711,132.5,1,1,0.18466727872393762
b0.1375_N256,0.1375,256,38,12,20271712,541.5,1,1,0.2714297602639545
b0.1375_N256,0.1375,256,38,13,20271713,111.0,1,1,0.18630316268307467
b0.1375_N256,0.1375,256,38,14,20271714,344.0,1,1,0.2485135208214833
b0.1375_N256,0.1375,256,38,15,20271715,353.0,1,1,0.25885055577906085
b0.1375_N256,0.1375,256,38,16,20271716,219.0,1,1,0.1837484079152348
b0.1375_N256,0.1375,256,38,17,20271717,210.5,1,1,0.2600215824072605
b0.1375_N256,0.1375,256,38,18,20271718,265.5,1,1,0.2557215540359956
b0.1375_N256,0.1375,256,38,19,20271719,242.0,1,1,0.2460685881157234
b0.1375_N256,0.1375,256,38,20,20271720,163.0,1,1,0.22423735848299364
b0.1375_N256,0.1375,256,38,21,20271721,266.5,1,1,0.30360300050105826
b0.1375_N256,0.1375,256,38,22,20271722,310.5,1,1,0.2921287941754349
b0.1375_N256,0.1375,256,38,23,20271723,213.0,1,1,0.2234481238249422
b0.1375_N256,0.1375,256,38,24,20271724,140.0,1,1,0.2415322813946841
b0.1375_N256,0.1375,256,38,25,20271725,316.0,1,1,0.2444664696120884
b0.1375_N256,0.1375,256,38,26,20271726,526.0,1,1,0.2610201133433374
b0.1375_N256,0.1375,256,38,27,20271727,1219.0,1,1,0.255067193397858
b0.1375_N256,0.1375,256,38,28,20271728,599.0,1,1,0.27328902456860144
b0.1375_N256,0.1375,256,38,29,20271729,121.5,1,1,0.15386196343717998
b0.1375_N256,0.1375,256,38,30,20271730,311.0,1,1,0.24719849245723202
b0.1375_N256,0.1375,256,38,31,20271731,898.0,1,1,0.2807576073932347
b0.1375_N256,0.1375,256,38,32,20271732,190.0,1,1,0.27630378285154605
b0.1375_N256,0.1375,256,38,33,20271733,311.0,1,1,0.2819984940194774
b0.1375_N256,0.1375,256,38,34,20271734,454.5,1,1,0.28081239702170147
b0.1375_N256,0.1375,256,38,35,20271735,352.5,1,1,0.26985611988166663
b0.1375_N256,0.1375,256,38,36,20271736,343.0,1,1,0.23681457174690826
b0.1375_N256,0.1375,256,38,37,20271737,166.5,1,1,0.18531535540552452
b0.1375_N256,0.1375,256,38,38,20271738,267.0,1,1,0.24958909593411707
b0.1375_N256,0.1375,256,38,39,20271739,610.0,1,1,0.2666338755888968
b0.1375_N256,0.1375,256,38,40,20271740,679.5,1,1,0.2636312828797209
b0.1375_N256,0.1375,256,38,41,20271741,372.5,1,1,0.32729109034005704
b0.1375_N256,0.1375,256,38,42,20271742,402.5,1,1,0.23762791062484714
b0.1375_N256,0.1375,256,38,43,20271743,1936.5,1,1,0.28596599347740015
b0.1375_N256,0.1375,256,38,44,20271744,912.0,1,1,0.30059116387340856
b0.1375_N256,0.1375,256,38,45,20271745,294.5,1,1,0.2823984973045689
b0.1375_N256,0.1375,256,38,46,20271746,527.5,1,1,0.27324196514217797
b0.1375_N256,0.1375,256,38,47,20271747,193.0,1,1,0.2387686202374618
b0.1375_N256,0.1375,256,38,48,20271748,292.5,1,1,0.2657753134088884
b0.1375_N256,0.1375,256,38,49,20271749,254.0,1,1,0.2662368651149759
b0.1375_N256,0.1375,256,38,50,20271750,464.5,1,1,0.2863221445031611
b0.1375_N256,0.1375,256,38,51,20271751,241.5,1,1,0.22938638040683806
b0.1375_N256,0.1375,256,38,52,20271752,362.0,1,1,0.26072388675794483
b0.1375_N256,0.1375,256,38,53,20271753,239.0,1,1,0.22938846586630254
b0.1375_N256,0.1375,256,38,54,20271754,1163.5,1,1,0.2612384656381141
b0.1375_N256,0.1375,256,38,55,20271755,184.5,1,1,0.19374728302787442
b0.1375_N256,0.1375,256,38,56,20271756,281.5,1,1,0.2656620047959895
b0.1375_N256,0.1375,256,38,57,20271757,359.0,1,1,0.26132352104194195
b0.1375_N256,0.1375,256,38,58,20271758,132.0,1,1,0.22656141808569902
b0.1375_N256,0.1375,256,38,59,20271759,996.5,1,1,0.26778530602448436
b0.1375_N256,0.1375,256,38,60,20271760,276.5,1,1,0.23876914638468633
b0.1375_N256,0.1375,256,38,61,20271761,138.0,1,1,0.2363883055077719
b0.1375_N256,0.1375,256,38,62,20271762,312.5,1,1,0.28086475351311285
b0.1375_N256,0.1375,256,38,63,20271763,613.5,1,1,0.2708133303568937
b0.1375_N256,0.1375,256,38,64,20271764,453.5,1,1,0.26580496447331153
b0.1375_N256,0.1375,256,38,65,20271765,668.0,1,1,0.28902954147760346
b0.1375_N256,0.1375,256,38,66,20271766,228.5,1,1,0.195350528078389
b0.1375_N256,0.1375,256,38,67,20271767,448.5,1,1,0.2809774822190124
b0.1375_N256,0.1375,256,38,68,20271768,306.0,1,1,0.26218835632063864
b0.1375_N256,0.1375,256,38,69,20271769,151.5,1,1,0.2090628367794573
b0.1375_N256,0.1375,256,38,70,20271770,622.5,1,1,0.2843605658785052
b0.1375_N256,0.1375,256,38,71,20271771,344.0,1,1,0.225301181042438
b0.1375_N256,0.1375,256,38,72,20271772,651.0,1,1,0.3124642385420775
b0.1375_N256,0.1375,256,38,73,20271773,265.0,1,1,0.22943806858984994
b0.1375_N256,0.1375,256,38,74,20271774,399.0,1,1,0.27365108689479617
b0.1375_N256,0.1375,256,38,75,20271775,485.0,1,1,0.2911477308325884
b0.1375_N256,0.1375,256,38,76,20271776,644.5,1,1,0.26934690704579783
b0.1375_N256,0.1375,256,38,77,20271777,204.5,1,1,0.25377871494764653
b0.1375_N256,0.1375,256,38,78,20271778,408.5,1,1,0.2849054980017757
b0.1375_N256,0.1375,256,38,79,20271779,141.0,1,1,0.23893457096955817
b0.1375_N256,0.1375,256,38,80,20271780,181.0,1,1,0.20589576886194633
b0.1375_N256,0.1375,256,38,81,20271781,429.0,1,1,0.2663799183775792
b0.1375_N256,0.1375,256,38,82,20271782,149.0,1,1,0.19313032815531778
b0.1375_N256,0.1375,256,38,83,20271783,1031.0,1,1,0.2781804169772204
b0.1375_N256,0.1375,256,38,84,20271784,486.0,1,1,0.2967087302051797
b0.1375_N256,0.1375,256,38,85,20271785,178.0,1,1,0.22550727117696345
b0.1375_N256,0.1375,256,38,86,20271786,427.5,1,1,0.27842376049763645
b0.1375_N256,0.1375,256,38,87,20271787,563.0,1,1,0.2858837813927864
b0.1375_N256,0.1375,256,38,88,20271788,239.0,1,1,0.26465443990419923
b0.1375_N256,0.1375,256,38,89,20271789,153.5,1,1,0.25998206657346784
b0.1375_N256,0.1375,256,38,90,20271790,338.5,1,1,0.24908116296069793
b0.1375_N256,0.1375,256,38,91,20271791,211.0,1,1,0.24042673795206346
b0.1375_N256,0.1375,256,38,92,20271792,276.5,1,1,0.2447121954047881
b0.1375_N256,0.1375,256,38,93,20271793,320.0,1,1,0.2688066987309117
b0.1375_N256,0.1375,256,38,94,20271794,1018.5,1,1,0.2661875917472597
b0.1375_N256,0.1375,256,38,95,20271795,469.0,1,1,0.28624490345402076
b0.1375_N256,0.1375,256,38,96,20271796,349.0,1,1,0.2980563096205799
b0.1375_N256,0.1375,256,38,97,20271797,405.0,1,1,0.2968106358440031
b0.1375_N256,0.1375,256,38,98,20271798,141.5,1,1,0.1828447196615021
b0.1375_N256,0.1375,256,38,99,20271799,662.0,1,1,0.2687639642638966
b0.1400_N64,0.14,64,10,0,20271800,424.0,1,1,0.28661177481327477
b0.1400_N64,0.14,64,10,1,20271801,403.5,1,1,0.24617197586421874
b0.1400_N64,0.14,64,10,2,20271802,547.5,1,1,0.27950637108247745
b0.1400_N64,0.14,64,10,3,20271803,1249.5,1,1,0.28866193932725254
b0.1400_N64,0.14,64,10,4,20271804,338.0,1,1,0.2848145396169873
b0.1400_N64,0.14,64,10,5,20271805,256.5,1,1,0.22924196220340157
b0.1400_N64,0.14,64,10,6,20271806,157.5,1,1,0.21758760094070345
b0.1400_N64,0.14,64,10,7,20271807,181.0,1,1,0.2314923530575236
b0.1400_N64,0.14,64,10,8,20271808,499.0,1,1,0.26558679743368124
b0.1400_N64,0.14,64,10,9,20271809,861.0,1,1,0.27949309282605866
b0.1400_N64,0.14,64,10,10,20271810,370.0,1,1,0.2572407790399367
b0.1400_N64,0.14,64,10,11,20271811,653.5,1,1,0.3070422496495412
b0.1400_N64,0.14,64,10,12,20271812,468.5,1,1,0.280089947988541
b0.1400_N64,0.14,64,10,13,20271813,212.0,1,1,0.24536428636279772
b0.1400_N64,0.14,64,10,14,20271814,144.5,1,1,0.181511600021892
b0.1400_N64,0.14,64,10,15,20271815,293.0,1,1,0.22455189726145836
b0.1400_N64,0.14,64,10,16,20271816,824.0,1,1,0.2815687051070272
b0.1400_N64,0.14,64,10,17,20271817,235.0,1,1,0.24089343105808042
b0.1400_N64,0.14,64,10,18,20271818,200.0,1,1,0.23429279730925792
b0.1400_N64,0.14,64,10,19,20271819,523.0,1,1,0.2669496335636434
b0.1400_N64,0.14,64,10,20,20271820,159.0,1,1,0.19466960045561885
b0.1400_N64,0.14,64,10,21,20271821,191.5,1,1,0.1894374612624041
b0.1400_N64,0.14,64,10,22,20271822,517.5,1,1,0.27821696342273544
b0.1400_N64,0.14,64,10,23,20271823,347.0,1,1,0.24708090201727564
b0.1400_N64,0.14,64,10,24,20271824,430.5,1,1,0.31082000375559954
b0.1400_N64,0.14,64,10,25,20271825,271.5,1,1,0.2328154426680448
b0.1400_N64,0.14,64,10,26,20271826,244.0,1,1,0.2516296296297511
b0.1400_N64,0.14,64,10,27,20271827,179.5,1,1,0.22113927783106496
b0.1400_N64,0.14,64,10,28,20271828,196.0,1,1,0.22223003911186348
b0.1400_N64,0.14,64,10,29,20271829,568.5,1,1,0.2790054822215167
b0.1400_N64,0.14,64,10,30,20271830,305.0,1,1,0.2907414097295613
b0.1400_N64,0.14,64,10,31,20271831,409.5,1,1,0.2514951076179578
b0.1400_N64,0.14,64,10,32,20271832,171.5,1,1,0.20942273464202268
b0.1400_N64,0.14,64,10,33,20271833,248.0,1,1,0.2537515122242372
b0.1400_N64,0.14,64,10,34,20271834,843.0,1,1,0.2960704802710411
b0.1400_N64,0.14,64,10,35,20271835,647.5,1,1,0.24581349928916577
b0.1400_N64,0.14,64,10,36,20271836,232.5,1,1,0.260946733887748
b0.1400_N64,0.14,64,10,37,20271837,733.0,1,1,0.28071970655283496
b0.1400_N64,0.14,64,10,38,20271838,363.0,1,1,0.23865690359929023
b0.1400_N64,0.14,64,10,39,20271839,708.0,1,1,0.26350445287005414
b0.1400_N64,0.14,64,10,40,20271840,426.0,1,1,0.24705105194990326
b0.1400_N64,0.14,64,10,41,20271841,248.0,1,1,0.2216904833305049
b0.1400_N64,0.14,64,10,42,20271842,607.5,1,1,0.26868346612784705
b0.1400_N64,0.14,64,10,43,20271843,667.5,1,1,0.269514995083755
b0.1400_N64,0.14,64,10,44,20271844,323.0,1,1,0.2610275943210125
b0.1400_N64,0.14,64,10,45,20271845,332.0,1,1,0.25807821152350896
b0.1400_N64,0.14,64,10,46,20271846,162.5,1,1,0.23088830887220083
b0.1400_N64,0.14,64,10,47,20271847,206.0,1,1,0.20304739271050776
b0.1400_N64,0.14,64,10,48,20271848,183.5,1,1,0.20109986333540544
b0.1400_N64,0.14,64,10,49,20271849,457.0,1,1,0.22269637397813563
b0.1400_N64,0.14,64,10,50,20271850,479.5,1,1,0.290661967201091
b0.1400_N64,0.14,64,10,51,20271851,319.0,1,1,0.22925745716708834
b0.1400_N64,0.14,64,10,52,20271852,422.0,1,1,0.25807379149047993
b0.1400_N64,0.14,64,10,53,20271853,709.0,1,1,0.2662244874073851
b0.1400_N64,0.14,64,10,54,20271854,165.0,1,1,0.22187920050967253
b0.1400_N64,0.14,64,10,55,20271855,103.5,1,1,0.18627569509442293
b0.1400_N64,0.14,64,10,56,20271856,901.5,1,1,0.2809587440793455
b0.1400_N64,0.14,64,10,57,20271857,1067.0,1,1,0.3051448399222467
b0.1400_N64,0.14,64,10,58,20271858,966.0,1,1,0.2851024364659933
b0.1400_N64,0.14,64,10,59,20271859,273.0,1,1,0.26189466797189387
b0.1400_N64,0.14,64,10,60,20271860,229.0,1,1,0.20550582079672594
b0.1400_N64,0.14,64,10,61,20271861,754.5,1,1,0.29402437242932516
b0.1400_N64,0.14,64,10,62,20271862,185.5,1,1,0.22680902871747408
b0.1400_N64,0.14,64,10,63,20271863,153.0,1,1,0.2195129704347998
b0.1400_N64,0.14,64,10,64,20271864,456.0,1,1,0.2551212123032663
b0.1400_N64,0.14,64,10,65,20271865,399.0,1,1,0.3088267559884536
b0.1400_N64,0.14,64,10,66,20271866,629.5,1,1,0.26664869876336955
b0.1400_N64,0.14,64,10,67,20271867,781.5,1,1,0.2883667212429994
b0.1400_N64,0.14,64,10,68,20271868,348.0,1,1,0.25522505897323106
b0.1400_N64,0.14,64,10,69,20271869,315.0,1,1,0.2833221863499441
b0.1400_N64,0.14,64,10,70,20271870,176.0,1,1,0.23170947084603982
b0.1400_N64,0.14,64,10,71,20271871,566.0,1,1,0.2702985258107286
b0.1400_N64,0.14,64,10,72,20271872,732.5,1,1,0.2902954695982707
b0.1400_N64,0.14,64,10,73,20271873,335.0,1,1,0.24389816495250555
b0.1400_N64,0.14,64,10,74,20271874,526.5,1,1,0.27661195495274493
b0.1400_N64,0.14,64,10,75,20271875,146.5,1,1,0.15665957217187831
b0.1400_N64,0.14,64,10,76,20271876,402.0,1,1,0.30183989106746184
b0.1400_N64,0.14,64,10,77,20271877,158.5,1,1,0.20352337529911052
b0.1400_N64,0.14,64,10,78,20271878,112.5,1,1,0.210696949785146
b0.1400_N64,0.14,64,10,79,20271879,143.0,1,1,0.1766760984242945
b0.1400_N64,0.14,64,10,80,20271880,264.5,1,1,0.2222886133151929
b0.1400_N64,0.14,64,10,81,20271881,355.0,1,1,0.2308203081865067
b0.1400_N64,0.14,64,10,82,20271882,421.0,1,1,0.25775505492376105
b0.1400_N64,0.14,64,10,83,20271883,157.0,1,1,0.23398936290914676
b0.1400_N64,0.14,64,10,84,20271884,195.0,1,1,0.23627383151500259
b0.1400_N64,0.14,64,10,85,20271885,243.0,1,1,0.23307630565764448
b0.1400_N64,0.14,64,10,86,20271886,269.5,1,1,0.23606137442595992
b0.1400_N64,0.14,64,10,87,20271887,169.5,1,1,0.1644431547511799
b0.1400_N64,0.14,64,10,88,20271888,162.5,1,1,0.2223251370267741
b0.1400_N64,0.14,64,10,89,20271889,202.5,1,1,0.2321929350090862
b0.1400_N64,0.14,64,10,90,20271890,335.5,1,1,0.28709262140742586
b0.1400_N64,0.14,64,10,91,20271891,405.5,1,1,0.26740626581153865
b0.1400_N64,0.14,64,10,92,20271892,343.0,1,1,0.26196708990110823
b0.1400_N64,0.14,64,10,93,20271893,385.5,1,1,0.2871630699676795
b0.1400_N64,0.14,64,10,94,20271894,376.0,1,1,0.27069856284690147
b0.1400_N64,0.14,64,10,95,20271895,264.5,1,1,0.21069651469357936
b0.1400_N64,0.14,64,10,96,20271896,688.5,1,1,0.2985357887292722
b0.1400_N64,0.14,64,10,97,20271897,438.0,1,1,0.3208653467634371
b0.1400_N64,0.14,64,10,98,20271898,378.0,1,1,0.2729616518798325
b0.1400_N64,0.14,64,10,99,20271899,528.0,1,1,0.2791575090320701
b0.1400_N128,0.14,128,19,0,20271900,651.5,1,1,0.2668931231669317
b0.1400_N128,0.14,128,19,1,20271901,182.5,1,1,0.2286266997243611
b0.1400_N128,0.14,128,19,2,20271902,284.5,1,1,0.2796274637628826
b0.1400_N128,0.14,128,19,3,20271903,145.5,1,1,0.2288438239597788
b0.1400_N128,0.14,128,19,4,20271904,216.5,1,1,0.17894260099279993
b0.1400_N128,0.14,128,19,5,20271905,172.0,1,1,0.26165116908073016
b0.1400_N128,0.14,128,19,6,20271906,335.5,1,1,0.26668001540889075
b0.1400_N128,0.14,128,19,7,20271907,571.5,1,1,0.2910722994532957
b0.1400_N128,0.14,128,19,8,20271908,116.0,1,1,0.20355745280176304
b0.1400_N128,0.14,128,19,9,20271909,1031.5,1,1,0.28960539673192637
b0.1400_N128,0.14,128,19,10,20271910,216.0,1,1,0.27781979789577144
b0.1400_N128,0.14,128,19,11,20271911,228.5,1,1,0.20793203795849488
b0.1400_N128,0.14,128,19,12,20271912,524.5,1,1,0.2687598561854439
b0.1400_N128,0.14,128,19,13,20271913,181.0,1,1,0.20361934617978103
b0.1400_N128,0.14,128,19,14,20271914,297.5,1,1,0.27570167924946765
b0.1400_N128,0.14,128,19,15,20271915,444.0,1,1,0.2895624198129188
b0.1400_N128,0.14,128,19,16,20271916,270.0,1,1,0.28294576443436836
b0.1400_N128,0.14,128,19,17,20271917,519.0,1,1,0.2681425605188105
b0.1400_N128,0.14,128,19,18,20271918,224.5,1,1,0.20650447019823068
b0.1400_N128,0.14,128,19,19,20271919,225.0,1,1,0.27621325114669837
b0.1400_N128,0.14,128,19,20,20271920,245.0,1,1,0.26318275690980847
b0.1400_N128,0.14,128,19,21,20271921,298.5,1,1,0.2610680551735997
b0.1400_N128,0.14,128,19,22,20271922,312.0,1,1,0.26495691867894605
b0.1400_N128,0.14,128,19,23,20271923,143.0,1,1,0.2017592412673951
b0.1400_N128,0.14,128,19,24,20271924,170.0,1,1,0.2836451519853678
b0.1400_N128,0.14,128,19,25,20271925,239.5,1,1,0.22825599434066718
b0.1400_N128,0.14,128,19,26,20271926,355.5,1,1,0.24968595221168113
b0.1400_N128,0.14,128,19,27,20271927,147.5,1,1,0.23216397150979895
b0.1400_N128,0.14,128,19,28,20271928,184.0,1,1,0.23451359771832395
b0.1400_N128,0.14,128,19,29,20271929,265.5,1,1,0.2595878241358655
b0.1400_N128,0.14,128,19,30,20271930,174.0,1,1,0.24827471976111032
b0.1400_N128,0.14,128,19,31,20271931,212.5,1,1,0.22305290516900556
b0.1400_N128,0.14,128,19,32,20271932,135.0,1,1,0.19491950288178667
b0.1400_N128,0.14,128,19,33,20271933,165.0,1,1,0.22794314939195576
b0.1400_N128,0.14,128,19,34,20271934,1448.5,1,1,0.28941077766437073
b0.1400_N128,0.14,128,19,35,20271935,306.5,1,1,0.3176317037025904
b0.1400_N128,0.14,128,19,36,20271936,518.0,1,1,0.29169184751175864
b0.1400_N128,0.14,128,19,37,20271937,238.5,1,1,0.2688269803953145
b0.1400_N128,0.14,128,19,38,20271938,400.5,1,1,0.2671942077983657
b0.1400_N128,0.14,128,19,39,20271939,347.5,1,1,0.2719801356528722
b0.1400_N128,0.14,128,19,40,20271940,171.0,1,1,0.2379295843324842
b0.1400_N128,0.14,128,19,41,20271941,213.0,1,1,0.22315130695416097
b0.1400_N128,0.14,128,19,42,20271942,654.0,1,1,0.27965159717999677
b0.1400_N128,0.14,128,19,43,20271943,493.5,1,1,0.29810651641845554
b0.1400_N128,0.14,128,19,44,20271944,310.5,1,1,0.2740663096245342
b0.1400_N128,0.14,128,19,45,20271945,343.5,1,1,0.307576507452189
b0.1400_N128,0.14,128,19,46,20271946,1468.0,1,1,0.2639878721890802
b0.1400_N128,0.14,128,19,47,20271947,722.0,1,1,0.2687334607693238
b0.1400_N128,0.14,128,19,48,20271948,296.5,1,1,0.24796104391627982
b0.1400_N128,0.14,128,19,49,20271949,864.0,1,1,0.28761111745579365
b0.1400_N128,0.14,128,19,50,20271950,348.5,1,1,0.23748131845536094
b0.1400_N128,0.14,128,19,51,20271951,580.0,1,1,0.2918847117493239
b0.1400_N128,0.14,128,19,52,20271952,152.0,1,1,0.1566044893726964
b0.1400_N128,0.14,128,19,53,20271953,175.0,1,1,0.19385045170298046
b0.1400_N128,0.14,128,19,54,20271954,745.0,1,1,0.2726574499432303
b0.1400_N128,0.14,128,19,55,20271955,319.0,1,1,0.2748426297843691
b0.1400_N128,0.14,128,19,56,20271956,185.5,1,1,0.24294496153102932
b0.1400_N128,0.14,128,19,57,20271957,293.0,1,1,0.24714231197901304
b0.1400_N128,0.14,128,19,58,20271958,321.0,1,1,0.25903691397470874
b0.1400_N128,0.14,128,19,59,20271959,220.0,1,1,0.21964962888709857
b0.1400_N128,0.14,128,19,60,20271960,303.0,1,1,0.2321005572570448
b0.1400_N128,0.14,128,19,61,20271961,340.0,1,1,0.27807957070397443
b0.1400_N128,0.14,128,19,62,20271962,587.5,1,1,0.28634990300732777
b0.1400_N128,0.14,128,19,63,20271963,1189.5,1,1,0.28601352474715896
b0.1400_N128,0.14,128,19,64,20271964,469.0,1,1,0.2942879017245671
b0.1400_N128,0.14,128,19,65,20271965,178.0,1,1,0.26395959516124357
b0.1400_N128,0.14,128,19,66,20271966,58.5,1,0,0.04883436860189735
b0.1400_N128,0.14,128,19,67,20271967,208.5,1,1,0.22095975871216844
b0.1400_N128,0.14,128,19,68,20271968,689.5,1,1,0.27040169743307435
b0.1400_N128,0.14,128,19,69,20271969,298.5,1,1,0.2337211660589746
b0.1400_N128,0.14,128,19,70,20271970,248.0,1,1,0.22732868322610825
b0.1400_N128,0.14,128,19,71,20271971,339.0,1,1,0.2934788735098389
b0.1400_N128,0.14,128,19,72,20271972,163.5,1,1,0.1958431772892428
b0.1400_N128,0.14,128,19,73,20271973,213.5,1,1,0.2691357279841531
b0.1400_N128,0.14,128,19,74,20271974,177.5,1,1,0.23206891026427082
b0.1400_N128,0.14,128,19,75,20271975,177.5,1,1,0.2524535828012476
b0.1400_N128,0.14,128,19,76,20271976,469.5,1,1,0.2766935186240376
b0.1400_N128,0.14,128,19,77,20271977,471.5,1,1,0.2618540051749055
b0.1400_N128,0.14,128,19,78,20271978,408.5,1,1,0.2502598825733527
b0.1400_N128,0.14,128,19,79,20271979,154.5,1,1,0.19675282473482156
b0.1400_N128,0.14,128,19,80,20271980,208.5,1,1,0.264359634900633
b0.1400_N128,0.14,128,19,81,20271981,211.5,1,1,0.2440321022636743
b0.1400_N128,0.14,128,19,82,20271982,586.5,1,1,0.28474785417624676
b0.1400_N128,0.14,128,19,83,20271983,293.5,1,1,0.2587306170569874
b0.1400_N128,0.14,128,19,84,20271984,149.0,1,1,0.2117102600440562
b0.1400_N128,0.14,128,19,85,20271985,199.5,1,1,0.23190714311781668
b0.1400_N128,0.14,128,19,86,20271986,529.5,1,1,0.26425434747078924
b0.1400_N128,0.14,128,19,87,20271987,633.5,1,1,0.2612480734406115
b0.1400_N128,0.14,128,19,88,20271988,254.5,1,1,0.2551830113917523
b0.1400_N128,0.14,128,19,89,20271989,252.5,1,1,0.24818992686421107
b0.1400_N128,0.14,128,19,90,20271990,431.5,1,1,0.2679795440503471
b0.1400_N128,0.14,128,19,91,20271991,120.0,1,1,0.18293806796527773
b0.1400_N128,0.14,128,19,92,20271992,203.0,1,1,0.24465450287990184
b0.1400_N128,0.14,128,19,93,20271993,614.5,1,1,0.3000881551201589
b0.1400_N128,0.14,128,19,94,20271994,675.0,1,1,0.31604277831710836
b0.1400_N128,0.14,128,19,95,20271995,330.0,1,1,0.23514886913481087
b0.1400_N128,0.14,128,19,96,20271996,519.5,1,1,0.2594416544257274
b0.1400_N128,0.14,128,19,97,20271997,249.0,1,1,0.2325398446283166
b0.1400_N128,0.14,128,19,98,20271998,339.0,1,1,0.25978011902145304
b0.1400_N128,0.14,128,19,99,20271999,253.0,1,1,0.2713755325283711
b0.1400_N256,0.14,256,38,0,20272000,262.0,1,1,0.24241318566806808
b0.1400_N256,0.14,256,38,1,20272001,248.0,1,1,0.2639607175423779
b0.1400_N256,0.14,256,38,2,20272002,1099.5,1,1,0.27428579819881366
b0.1400_N256,0.14,256,38,3,20272003,204.5,1,1,0.2139094974923306
b0.1400_N256,0.14,256,38,4,20272004,271.5,1,1,0.24739143777009523
b0.1400_N256,0.14,256,38,5,20272005,386.0,1,1,0.2665548097196868
b0.1400_N256,0.14,256,38,6,20272006,202.5,1,1,0.24191492926424865
b0.1400_N256,0.14,256,38,7,20272007,499.0,1,1,0.2780516305873903
b0.1400_N256,0.14,256,38,8,20272008,314.0,1,1,0.30539300750717296
b0.1400_N256,0.14,256,38,9,20272009,624.5,1,1,0.24905709062468598
b0.1400_N256,0.14,256,38,10,20272010,276.5,1,1,0.2520606540336007
b0.1400_N256,0.14,256,38,11,20272011,282.0,1,1,0.2780670364871692
b0.1400_N256,0.14,256,38,12,20272012,273.5,1,1,0.28994362787320294
b0.1400_N256,0.14,256,38,13,20272013,770.5,1,1,0.27598092741482283
b0.1400_N256,0.14,256,38,14,20272014,162.0,1,1,0.1912665109674009
b0.1400_N256,0.14,256,38,15,20272015,217.0,1,1,0.2779187921525609
b0.1400_N256,0.14,256,38,16,20272016,250.5,1,1,0.19991911586754632
b0.1400_N256,0.14,256,38,17,20272017,490.0,1,1,0.2662988094238305
b0.1400_N256,0.14,256,38,18,20272018,273.5,1,1,0.25138821939474165
b0.1400_N256,0.14,256,38,19,20272019,988.5,1,1,0.31406179822182645
b0.1400_N256,0.14,256,38,20,20272020,163.5,1,1,0.24721620620891555
b0.1400_N256,0.14,256,38,21,20272021,235.5,1,1,0.2579272172564873
b0.1400_N256,0.14,256,38,22,20272022,356.0,1,1,0.25344540118623377
