condition,beta,N,P,run_index,seed,tau,event,established,max_rho_std_early
b0.1525_N256,0.1525,256,38,14,20273514,134.5,1,1,0.19766507866421765
b0.1525_N256,0.1525,256,38,15,20273515,477.5,1,1,0.2991030443115971
b0.1525_N256,0.1525,256,38,16,20273516,301.0,1,1,0.25875747053623077
b0.1525_N256,0.1525,256,38,17,20273517,279.5,1,1,0.275072872595421
b0.1525_N256,0.1525,256,38,18,20273518,253.5,1,1,0.28858347038374527
b0.1525_N256,0.1525,256,38,19,20273519,189.0,1,1,0.2158073104393641
b0.1525_N256,0.1525,256,38,20,20273520,532.0,1,1,0.27665943208291455
b0.1525_N256,0.1525,256,38,21,20273521,290.0,1,1,0.20503146637870245
b0.1525_N256,0.1525,256,38,22,20273522,228.0,1,1,0.2589401160414234
b0.1525_N256,0.1525,256,38,23,20273523,230.0,1,1,0.2757073438308422
b0.1525_N256,0.1525,256,38,24,20273524,185.5,1,1,0.22142161424768916
b0.1525_N256,0.1525,256,38,25,20273525,314.5,1,1,0.26673213261788425
b0.1525_N256,0.1525,256,38,26,20273526,795.0,1,1,0.2846949916989615
b0.1525_N256,0.1525,256,38,27,20273527,157.0,1,1,0.2192116269736391
b0.1525_N256,0.1525,256,38,28,20273528,158.5,1,1,0.18014902695721124
b0.1525_N256,0.1525,256,38,29,20273529,878.0,1,1,0.2945385787792108
b0.1525_N256,0.1525,256,38,30,20273530,403.0,1,1,0.28748389290591214
b0.1525_N256,0.1525,256,38,31,20273531,238.0,1,1,0.21503639191990861
b0.1525_N256,0.1525,256,38,32,20273532,229.5,1,1,0.2185932520793741
b0.1525_N256,0.1525,256,38,33,20273533,190.5,1,1,0.28275678304527185
b0.1525_N256,0.1525,256,38,34,20273534,201.0,1,1,0.28495478273810465
b0.1525_N256,0.1525,256,38,35,20273535,218.0,1,1,0.2653102330527161
b0.1525_N256,0.1525,256,38,36,20273536,535.0,1,1,0.3051701888922831
b0.1525_N256,0.1525,256,38,37,20273537,162.0,1,1,0.21183155758745215
b0.1525_N256,0.1525,256,38,38,20273538,161.5,1,1,0.18089134788753133
b0.1525_N256,0.1525,256,38,39,20273539,182.5,1,1,0.1988682331478232
b0.1525_N256,0.1525,256,38,40,20273540,135.5,1,1,0.19524597366868848
b0.1525_N256,0.1525,256,38,41,20273541,448.5,1,1,0.2924328453168175
b0.1525_N256,0.1525,256,38,42,20273542,530.5,1,1,0.24712047654942965
b0.1525_N256,0.1525,256,38,43,20273543,222.0,1,1,0.2123020759380622
b0.1525_N256,0.1525,256,38,44,20273544,299.0,1,1,0.2718587191591265
b0.1525_N256,0.1525,256,38,45,20273545,133.0,1,1,0.2339279431564976
b0.1525_N256,0.1525,256,38,46,20273546,320.5,1,1,0.2791855106452257
b0.1525_N256,0.1525,256,38,47,20273547,376.5,1,1,0.2849044397815103
b0.1525_N256,0.1525,256,38,48,20273548,212.0,1,1,0.2097878209514394
b0.1525_N256,0.1525,256,38,49,20273549,265.0,1,1,0.2676084976908967
b0.1525_N256,0.1525,256,38,50,20273550,113.5,1,1,0.18934804082130874
b0.1525_N256,0.1525,256,38,51,20273551,219.5,1,1,0.2624364467106045
b0.1525_N256,0.1525,256,38,52,20273552,322.0,1,1,0.24150916443814607
b0.1525_N256,0.1525,256,38,53,20273553,213.0,1,1,0.2302490965861517
b0.1525_N256,0.1525,256,38,54,20273554,160.0,1,1,0.15838202677887317
b0.1525_N256,0.1525,256,38,55,20273555,248.5,1,1,0.21191728320634381
b0.1525_N256,0.1525,256,38,56,20273556,475.5,1,1,0.25295489328348925
b0.1525_N256,0.1525,256,38,57,20273557,163.0,1,1,0.17725128194150053
b0.1525_N256,0.1525,256,38,58,20273558,151.5,1,1,0.15072283287973154
b0.1525_N256,0.1525,256,38,59,20273559,208.0,1,1,0.22731108520211238
b0.1525_N256,0.1525,256,38,60,20273560,167.5,1,1,0.2243448185584645
b0.1525_N256,0.1525,256,38,61,20273561,233.5,1,1,0.2767351100319124
b0.1525_N256,0.1525,256,38,62,20273562,289.5,1,1,0.2628620462190737
b0.1525_N256,0.1525,256,38,63,20273563,144.5,1,1,0.193073507833389
b0.1525_N256,0.1525,256,38,64,20273564,488.5,1,1,0.24388704411560275
b0.1525_N256,0.1525,256,38,65,20273565,443.5,1,1,0.26032735954192193
b0.1525_N256,0.1525,256,38,66,20273566,373.5,1,1,0.26746602525642754
b0.1525_N256,0.1525,256,38,67,20273567,115.0,1,1,0.1822896117201696
b0.1525_N256,0.1525,256,38,68,20273568,561.5,1,1,0.2766896054770129
b0.1525_N256,0.1525,256,38,69,20273569,468.5,1,1,0.2830823097999295
b0.1525_N256,0.1525,256,38,70,20273570,160.0,1,1,0.23507459137038794
b0.1525_N256,0.1525,256,38,71,20273571,252.0,1,1,0.23331298368265269
b0.1525_N256,0.1525,256,38,72,20273572,163.0,1,1,0.2105456369271098
b0.1525_N256,0.1525,256,38,73,20273573,146.0,1,1,0.21615893583548645
b0.1525_N256,0.1525,256,38,74,20273574,346.5,1,1,0.31021878030362465
b0.1525_N256,0.1525,256,38,75,20273575,410.5,1,1,0.30036611388289675
b0.1525_N256,0.1525,256,38,76,20273576,315.5,1,1,0.26607314221244854
b0.1525_N256,0.1525,256,38,77,20273577,343.5,1,1,0.2671780733554827
b0.1525_N256,0.1525,256,38,78,20273578,129.5,1,1,0.18242442105230897
b0.1525_N256,0.1525,256,38,79,20273579,255.5,1,1,0.19015182270187983
b0.1525_N256,0.1525,256,38,80,20273580,206.0,1,1,0.25386292971302604
b0.1525_N256,0.1525,256,38,81,20273581,340.0,1,1,0.28314507048071436
b0.1525_N256,0.1525,256,38,82,20273582,167.5,1,1,0.21423455796038962
b0.1525_N256,0.1525,256,38,83,20273583,534.5,1,1,0.24953145985598627
b0.1525_N256,0.1525,256,38,84,20273584,175.0,1,1,0.2574373881336126
b0.1525_N256,0.1525,256,38,85,20273585,195.5,1,1,0.23777786283717448
b0.1525_N256,0.1525,256,38,86,20273586,103.0,1,1,0.1869662662971998
b0.1525_N256,0.1525,256,38,87,20273587,221.0,1,1,0.2165591275296899
b0.1525_N256,0.1525,256,38,88,20273588,118.5,1,1,0.23089547285054532
b0.1525_N256,0.1525,256,38,89,20273589,174.5,1,1,0.21834182141639785
b0.1525_N256,0.1525,256,38,90,20273590,188.5,1,1,0.2361876082887686
b0.1525_N256,0.1525,256,38,91,20273591,286.0,1,1,0.25463733997712695
b0.1525_N256,0.1525,256,38,92,20273592,237.0,1,1,0.2614430253756121
b0.1525_N256,0.1525,256,38,93,20273593,190.5,1,1,0.25646978683625427
b0.1525_N256,0.1525,256,38,94,20273594,276.0,1,1,0.2627487490721058
b0.1525_N256,0.1525,256,38,95,20273595,180.5,1,1,0.2543104671817478
b0.1525_N256,0.1525,256,38,96,20273596,341.0,1,1,0.2749835907880118
b0.1525_N256,0.1525,256,38,97,20273597,156.0,1,1,0.23053025067433056
b0.1525_N256,0.1525,256,38,98,20273598,185.0,1,1,0.2637583928250926
b0.1525_N256,0.1525,256,38,99,20273599,338.0,1,1,0.2509571316699109
b0.1550_N64,0.155,64,10,0,20273600,395.5,1,1,0.26122366434521205
b0.1550_N64,0.155,64,10,1,20273601,137.0,1,1,0.20779092949537448
b0.1550_N64,0.155,64,10,2,20273602,218.0,1,1,0.2539566336333634
b0.1550_N64,0.155,64,10,3,20273603,250.5,1,1,0.2339626622898324
b0.1550_N64,0.155,64,10,4,20273604,307.5,1,1,0.23182337211775866
b0.1550_N64,0.155,64,10,5,20273605,792.0,1,1,0.28751578489926394
b0.1550_N64,0.155,64,10,6,20273606,140.5,1,1,0.22526631632453925
b0.1550_N64,0.155,64,10,7,20273607,244.5,1,1,0.2618764071922432
b0.1550_N64,0.155,64,10,8,20273608,113.5,1,1,0.19290335393561486
b0.1550_N64,0.155,64,10,9,20273609,563.0,1,1,0.28474044708570373
b0.1550_N64,0.155,64,10,10,20273610,454.0,1,1,0.2810205575511795
b0.1550_N64,0.155,64,10,11,20273611,178.5,1,1,0.22422081594144497
b0.1550_N64,0.155,64,10,12,20273612,150.5,1,1,0.2585815498912782
b0.1550_N64,0.155,64,10,13,20273613,237.5,1,1,0.24484233112416542
b0.1550_N64,0.155,64,10,14,20273614,339.5,1,1,0.30337303740706445
b0.1550_N64,0.155,64,10,15,20273615,235.0,1,1,0.25460758656136057
b0.1550_N64,0.155,64,10,16,20273616,212.0,1,1,0.27057930683045867
b0.1550_N64,0.155,64,10,17,20273617,228.0,1,1,0.21711588643092836
b0.1550_N64,0.155,64,10,18,20273618,197.5,1,1,0.25839716954325515
b0.1550_N64,0.155,64,10,19,20273619,373.0,1,1,0.2509756773912375
b0.1550_N64,0.155,64,10,20,20273620,245.0,1,1,0.2756796951068606
b0.1550_N64,0.155,64,10,21,20273621,129.5,1,1,0.19719927359012615
b0.1550_N64,0.155,64,10,22,20273622,305.5,1,1,0.24269116019451611
b0.1550_N64,0.155,64,10,23,20273623,408.0,1,1,0.2632653052906781
b0.1550_N64,0.155,64,10,24,20273624,477.0,1,1,0.27088972075042733
b0.1550_N64,0.155,64,10,25,20273625,188.0,1,1,0.2166100542733908
b0.1550_N64,0.155,64,10,26,20273626,264.5,1,1,0.24458391307766367
b0.1550_N64,0.155,64,10,27,20273627,509.5,1,1,0.29607198915429594
b0.1550_N64,0.155,64,10,28,20273628,438.0,1,1,0.2519779615581604
b0.1550_N64,0.155,64,10,29,20273629,371.0,1,1,0.25202333021552653
b0.1550_N64,0.155,64,10,30,20273630,363.0,1,1,0.2377750722756847
b0.1550_N64,0.155,64,10,31,20273631,241.5,1,1,0.23852417285799524
b0.1550_N64,0.155,64,10,32,20273632,381.0,1,1,0.2951540406541694
b0.1550_N64,0.155,64,10,33,20273633,399.0,1,1,0.2704413858307764
b0.1550_N64,0.155,64,10,34,20273634,230.0,1,1,0.2339067091092444
b0.1550_N64,0.155,64,10,35,20273635,185.5,1,1,0.2469965997333612
b0.1550_N64,0.155,64,10,36,20273636,300.5,1,1,0.26045656785142335
b0.1550_N64,0.155,64,10,37,20273637,220.5,1,1,0.2559131818405044
b0.1550_N64,0.155,64,10,38,20273638,264.0,1,1,0.25493991474748184
b0.1550_N64,0.155,64,10,39,20273639,218.5,1,1,0.3114405796016973
b0.1550_N64,0.155,64,10,40,20273640,180.0,1,1,0.25395598720143897
b0.1550_N64,0.155,64,10,41,20273641,226.5,1,1,0.2782761828117852
b0.1550_N64,0.155,64,10,42,20273642,311.0,1,1,0.23929445584421577
b0.1550_N64,0.155,64,10,43,20273643,272.5,1,1,0.22597907275196064
b0.1550_N64,0.155,64,10,44,20273644,157.0,1,1,0.1581922666193044
b0.1550_N64,0.155,64,10,45,20273645,523.5,1,1,0.29642284410611314
b0.1550_N64,0.155,64,10,46,20273646,354.0,1,1,0.2518472308351365
b0.1550_N64,0.155,64,10,47,20273647,161.0,1,1,0.1974847682654557
b0.1550_N64,0.155,64,10,48,20273648,195.5,1,1,0.22485311120270138
b0.1550_N64,0.155,64,10,49,20273649,191.5,1,1,0.20271426878299387
b0.1550_N64,0.155,64,10,50,20273650,337.5,1,1,0.30583003921025403
b0.1550_N64,0.155,64,10,51,20273651,596.0,1,1,0.28482605941980577
b0.1550_N64,0.155,64,10,52,20273652,366.5,1,1,0.2510707838973531
b0.1550_N64,0.155,64,10,53,20273653,131.0,1,1,0.17236906783586492
b0.1550_N64,0.155,64,10,54,20273654,146.5,1,1,0.22347134455970594
b0.1550_N64,0.155,64,10,55,20273655,215.5,1,1,0.29056007239882237
b0.1550_N64,0.155,64,10,56,20273656,170.0,1,1,0.21427505784325862
b0.1550_N64,0.155,64,10,57,20273657,134.0,1,1,0.23025202050871157
b0.1550_N64,0.155,64,10,58,20273658,140.5,1,1,0.2226422463912424
b0.1550_N64,0.155,64,10,59,20273659,197.0,1,1,0.21381232504919426
b0.1550_N64,0.155,64,10,60,20273660,210.5,1,1,0.22825454785977933
b0.1550_N64,0.155,64,10,61,20273661,130.5,1,1,0.20208276936753172
b0.1550_N64,0.155,64,10,62,20273662,571.0,1,1,0.2675481385495124
b0.1550_N64,0.155,64,10,63,20273663,133.5,1,1,0.16831734396418235
b0.1550_N64,0.155,64,10,64,20273664,327.5,1,1,0.26192677792162233
b0.1550_N64,0.155,64,10,65,20273665,192.5,1,1,0.2285260704711777
b0.1550_N64,0.155,64,10,66,20273666,226.5,1,1,0.2879739274487747
b0.1550_N64,0.155,64,10,67,20273667,210.0,1,1,0.2173454130427251
b0.1550_N64,0.155,64,10,68,20273668,216.0,1,1,0.22399578858644376
b0.1550_N64,0.155,64,10,69,20273669,665.0,1,1,0.29682765359747604
b0.1550_N64,0.155,64,10,70,20273670,424.5,1,1,0.25752843189694047
b0.1550_N64,0.155,64,10,71,20273671,610.5,1,1,0.2734818180925401
b0.1550_N64,0.155,64,10,72,20273672,118.0,1,1,0.1301415305371025
b0.1550_N64,0.155,64,10,73,20273673,352.0,1,1,0.25426953549327475
b0.1550_N64,0.155,64,10,74,20273674,503.0,1,1,0.2921764567637768
b0.1550_N64,0.155,64,10,75,20273675,357.5,1,1,0.2760805171043875
b0.1550_N64,0.155,64,10,76,20273676,348.0,1,1,0.2602017456647989
b0.1550_N64,0.155,64,10,77,20273677,116.0,1,1,0.21336484302141673
b0.1550_N64,0.155,64,10,78,20273678,444.5,1,1,0.24661362693950464
b0.1550_N64,0.155,64,10,79,20273679,292.0,1,1,0.26646243220959875
b0.1550_N64,0.155,64,10,80,20273680,391.5,1,1,0.3427418569319076
b0.1550_N64,0.155,64,10,81,20273681,444.5,1,1,0.2872798109582738
b0.1550_N64,0.155,64,10,82,20273682,499.0,1,1,0.2754996514365314
b0.1550_N64,0.155,64,10,83,20273683,364.5,1,1,0.27087177885524527
b0.1550_N64,0.155,64,10,84,20273684,171.5,1,1,0.21686716588246582
b0.1550_N64,0.155,64,10,85,20273685,156.0,1,1,0.14709950018107473
b0.1550_N64,0.155,64,10,86,20273686,242.5,1,1,0.2729162727493481
b0.1550_N64,0.155,64,10,87,20273687,138.5,1,1,0.22238929945535343
b0.1550_N64,0.155,64,10,88,20273688,55.0,1,0,0.04413094032809522
b0.1550_N64,0.155,64,10,89,20273689,138.0,1,1,0.23415235766963446
b0.1550_N64,0.155,64,10,90,20273690,156.5,1,1,0.24532130155961787
b0.1550_N64,0.155,64,10,91,20273691,333.5,1,1,0.2508219394392495
b0.1550_N64,0.155,64,10,92,20273692,222.5,1,1,0.3260787395086261
b0.1550_N64,0.155,64,10,93,20273693,399.0,1,1,0.24189974025929506
b0.1550_N64,0.155,64,10,94,20273694,186.5,1,1,0.2610031507894386
b0.1550_N64,0.155,64,10,95,20273695,160.5,1,1,0.21881658279551297
b0.1550_N64,0.155,64,10,96,20273696,447.5,1,1,0.29822087388003027
b0.1550_N64,0.155,64,10,97,20273697,396.5,1,1,0.27437485495316233
b0.1550_N64,0.155,64,10,98,20273698,248.0,1,1,0.22453081915930195
b0.1550_N64,0.155,64,10,99,20273699,973.0,1,1,0.28172287772397775
b0.1550_N128,0.155,128,19,0,20273700,318.0,1,1,0.23868996267433462
b0.1550_N128,0.155,128,19,1,20273701,152.0,1,1,0.15314827555005345
b0.1550_N128,0.155,128,19,2,20273702,161.0,1,1,0.2640847750221603
b0.1550_N128,0.155,128,19,3,20273703,252.5,1,1,0.2246129294961451
b0.1550_N128,0.155,128,19,4,20273704,182.0,1,1,0.25060240147057156
b0.1550_N128,0.155,128,19,5,20273705,156.0,1,1,0.13316832257631223
b0.1550_N128,0.155,128,19,6,20273706,119.0,1,1,0.2300767154068983
b0.1550_N128,0.155,128,19,7,20273707,206.5,1,1,0.25582686050285525
b0.1550_N128,0.155,128,19,8,20273708,465.5,1,1,0.28684009296136415
b0.1550_N128,0.155,128,19,9,20273709,233.5,1,1,0.256797990592588
b0.1550_N128,0.155,128,19,10,20273710,129.5,1,1,0.2066814858790053
b0.1550_N128,0.155,128,19,11,20273711,207.5,1,1,0.22183728673525935
b0.1550_N128,0.155,128,19,12,20273712,267.5,1,1,0.2736220054487393
b0.1550_N128,0.155,128,19,13,20273713,251.0,1,1,0.24129210559724704
b0.1550_N128,0.155,128,19,14,20273714,163.0,1,1,0.19070827177003016
b0.1550_N128,0.155,128,19,15,20273715,267.5,1,1,0.25891678126548395
b0.1550_N128,0.155,128,19,16,20273716,166.5,1,1,0.18767006240138664
b0.1550_N128,0.155,128,19,17,20273717,394.0,1,1,0.2931739122718754
b0.1550_N128,0.155,128,19,18,20273718,188.5,1,1,0.1967414784534769
b0.1550_N128,0.155,128,19,19,20273719,327.5,1,1,0.274347509559292
b0.1550_N128,0.155,128,19,20,20273720,187.5,1,1,0.2691325119357764
b0.1550_N128,0.155,128,19,21,20273721,179.5,1,1,0.2170283851817665
b0.1550_N128,0.155,128,19,22,20273722,200.5,1,1,0.26828260149155914
b0.1550_N128,0.155,128,19,23,20273723,323.5,1,1,0.2963912424222855
b0.1550_N128,0.155,128,19,24,20273724,283.0,1,1,0.2337196608579562
b0.1550_N128,0.155,128,19,25,20273725,256.0,1,1,0.26185990637183204
b0.1550_N128,0.155,128,19,26,20273726,311.5,1,1,0.2564331397959158
b0.1550_N128,0.155,128,19,27,20273727,215.0,1,1,0.23317367546764978
b0.1550_N128,0.155,128,19,28,20273728,86.0,1,1,0.0894672302752638
b0.1550_N128,0.155,128,19,29,20273729,178.0,1,1,0.16151791719762323
b0.1550_N128,0.155,128,19,30,20273730,148.0,1,1,0.16755672760554585
b0.1550_N128,0.155,128,19,31,20273731,289.0,1,1,0.3098529324786592
b0.1550_N128,0.155,128,19,32,20273732,272.0,1,1,0.315854297239132
b0.1550_N128,0.155,128,19,33,20273733,367.0,1,1,0.275120086963898
b0.1550_N128,0.155,128,19,34,20273734,224.5,1,1,0.29348544379159885
b0.1550_N128,0.155,128,19,35,20273735,132.0,1,1,0.22062659475966903
b0.1550_N128,0.155,128,19,36,20273736,258.5,1,1,0.27860315904123995
b0.1550_N128,0.155,128,19,37,20273737,620.0,1,1,0.29430490962676864
b0.1550_N128,0.155,128,19,38,20273738,344.0,1,1,0.27641142837655286
b0.1550_N128,0.155,128,19,39,20273739,390.5,1,1,0.26798228551882314
b0.1550_N128,0.155,128,19,40,20273740,127.5,1,1,0.17403025599117808
b0.1550_N128,0.155,128,19,41,20273741,192.0,1,1,0.2605084715981887
b0.1550_N128,0.155,128,19,42,20273742,306.5,1,1,0.28938154966696067
b0.1550_N128,0.155,128,19,43,20273743,368.5,1,1,0.26832524965184307
b0.1550_N128,0.155,128,19,44,20273744,154.0,1,1,0.2416471934522248
b0.1550_N128,0.155,128,19,45,20273745,436.0,1,1,0.2475337701125342
b0.1550_N128,0.155,128,19,46,20273746,127.5,1,1,0.1918475601300456
b0.1550_N128,0.155,128,19,47,20273747,122.0,1,1,0.1335847172377777
b0.1550_N128,0.155,128,19,48,20273748,229.0,1,1,0.2437348850186898
b0.1550_N128,0.155,128,19,49,20273749,822.5,1,1,0.30415402158914817
b0.1550_N128,0.155,128,19,50,20273750,667.5,1,1,0.27083892888668293
b0.1550_N128,0.155,128,19,51,20273751,121.0,1,1,0.21558978225289935
b0.1550_N128,0.155,128,19,52,20273752,1096.0,1,1,0.29515737388376656
b0.1550_N128,0.155,128,19,53,20273753,341.0,1,1,0.30304046966077214
b0.1550_N128,0.155,128,19,54,20273754,306.0,1,1,0.2555900778964676
b0.1550_N128,0.155,128,19,55,20273755,809.5,1,1,0.29881307583933103
b0.1550_N128,0.155,128,19,56,20273756,409.0,1,1,0.25923675568760585
b0.1550_N128,0.155,128,19,57,20273757,431.5,1,1,0.2681772293831528
b0.1550_N128,0.155,128,19,58,20273758,142.5,1,1,0.15438910124457622
b0.1550_N128,0.155,128,19,59,20273759,256.0,1,1,0.2720324237342884
b0.1550_N128,0.155,128,19,60,20273760,378.0,1,1,0.2887528619138144
b0.1550_N128,0.155,128,19,61,20273761,205.0,1,1,0.2433279775480124
b0.1550_N128,0.155,128,19,62,20273762,219.5,1,1,0.2899651424729184
b0.1550_N128,0.155,128,19,63,20273763,216.0,1,1,0.2633727294002985
b0.1550_N128,0.155,128,19,64,20273764,222.0,1,1,0.26747299613389025
b0.1550_N128,0.155,128,19,65,20273765,167.5,1,1,0.23485418031617028
b0.1550_N128,0.155,128,19,66,20273766,292.0,1,1,0.2721589735023123
b0.1550_N128,0.155,128,19,67,20273767,201.5,1,1,0.23404977958649142
b0.1550_N128,0.155,128,19,68,20273768,142.0,1,1,0.22481933070678464
b0.1550_N128,0.155,128,19,69,20273769,139.5,1,1,0.21072755304348803
b0.1550_N128,0.155,128,19,70,20273770,205.0,1,1,0.24458733713348196
b0.1550_N128,0.155,128,19,71,20273771,260.0,1,1,0.2585443355747482
b0.1550_N128,0.155,128,19,72,20273772,272.0,1,1,0.2648286247867018
b0.1550_N128,0.155,128,19,73,20273773,138.0,1,1,0.1727985377748299
b0.1550_N128,0.155,128,19,74,20273774,186.0,1,1,0.25257943653757947
b0.1550_N128,0.155,128,19,75,20273775,315.0,1,1,0.2648527499543635
b0.1550_N128,0.155,128,19,76,20273776,179.0,1,1,0.25729829423712647
b0.1550_N128,0.155,128,19,77,20273777,1557.5,1,1,0.32708783168722
b0.1550_N128,0.155,128,19,78,20273778,978.0,1,1,0.26821696544527385
b0.1550_N128,0.155,128,19,79,20273779,152.5,1,1,0.21184627126107114
b0.1550_N128,0.155,128,19,80,20273780,281.0,1,1,0.2984660336322591
b0.1550_N128,0.155,128,19,81,20273781,156.0,1,1,0.17690403461583026
b0.1550_N128,0.155,128,19,82,20273782,272.0,1,1,0.2351812771402634
b0.1550_N128,0.155,128,19,83,20273783,126.0,1,1,0.15081531205217233
b0.1550_N128,0.155,128,19,84,20273784,540.5,1,1,0.2729733669870535
b0.1550_N128,0.155,128,19,85,20273785,177.5,1,1,0.22878592780712395
b0.1550_N128,0.155,128,19,86,20273786,150.0,1,1,0.24532261756186885
b0.1550_N128,0.155,128,19,87,20273787,155.0,1,1,0.22013510766627192
b0.1550_N128,0.155,128,19,88,20273788,179.0,1,1,0.2520625657397195
b0.1550_N128,0.155,128,19,89,20273789,147.5,1,1,0.1998146740092831
b0.1550_N128,0.155,128,19,90,20273790,261.5,1,1,0.2634228413449651
b0.1550_N128,0.155,128,19,91,20273791,157.5,1,1,0.21532117552543278
b0.1550_N128,0.155,128,19,92,20273792,212.5,1,1,0.2578928532167966
b0.1550_N128,0.155,128,19,93,20273793,269.5,1,1,0.2567450452198445
b0.1550_N128,0.155,128,19,94,20273794,325.5,1,1,0.30870803275009745
b0.1550_N128,0.155,128,19,95,20273795,189.5,1,1,0.2187677642378531
b0.1550_N128,0.155,128,19,96,20273796,800.0,1,1,0.30319003490275753
b0.1550_N128,0.155,128,19,97,20273797,221.0,1,1,0.19713037273280817
b0.1550_N128,0.155,128,19,98,20273798,340.5,1,1,0.27443000227816516
b0.1550_N128,0.155,128,19,99,20273799,144.0,1,1,0.19973560873998047
b0.1550_N256,0.155,256,38,0,20273800,253.5,1,1,0.2508725396023202
b0.1550_N256,0.155,256,38,1,20273801,201.5,1,1,0.252031091466434
b0.1550_N256,0.155,256,38,2,20273802,333.0,1,1,0.259922025108366
b0.1550_N256,0.155,256,38,3,20273803,82.5,1,1,0.21474825711830203
b0.1550_N256,0.155,256,38,4,20273804,168.5,1,1,0.22342104309980837
b0.1550_N256,0.155,256,38,5,20273805,230.5,1,1,0.25235668852001253
b0.1550_N256,0.155,256,38,6,20273806,190.0,1,1,0.24407660168235396
b0.1550_N256,0.155,256,38,7,20273807,345.5,1,1,0.23457646831735274
b0.1550_N256,0.155,256,38,8,20273808,250.5,1,1,0.20586002284338104
b0.1550_N256,0.155,256,38,9,20273809,641.5,1,1,0.2798504750323089
b0.1550_N256,0.155,256,38,10,20273810,202.5,1,1,0.2284422016210888
b0.1550_N256,0.155,256,38,11,20273811,535.5,1,1,0.2790070608896811
b0.1550_N256,0.155,256,38,12,20273812,164.0,1,1,0.21479258875778512
b0.1550_N256,0.155,256,38,13,20273813,181.0,1,1,0.2284286572478253
b0.1550_N256,0.155,256,38,14,20273814,1229.0,1,1,0.3121149854044258
b0.1550_N256,0.155,256,38,15,20273815,234.0,1,1,0.2580525502781358
b0.1550_N256,0.155,256,38,16,20273816,303.5,1,1,0.26474431840796164
b0.1550_N256,0.155,256,38,17,20273817,193.0,1,1,0.18978141937804027
b0.1550_N256,0.155,256,38,18,20273818,482.0,1,1,0.2684195270654555
b0.1550_N256,0.155,256,38,19,20273819,430.0,1,1,0.28662615546651926
b0.1550_N256,0.155,256,38,20,20273820,58.5,1,0,0.04612710260107305
b0.1550_N256,0.155,256,38,21,20273821,126.5,1,1,0.22180775872867903
b0.1550_N256,0.155,256,38,22,20273822,165.5,1,1,0.22721187205485374
b0.1550_N256,0.155,256,38,23,20273823,228.5,1,1,0.27751503149455525
b0.1550_N256,0.155,256,38,24,20273824,171.5,1,1,0.23021140872140913
b0.1550_N256,0.155,256,38,25,20273825,193.5,1,1,0.24202072718908865
b0.1550_N256,0.155,256,38,26,20273826,503.0,1,1,0.29580051785705147
b0.1550_N256,0.155,256,38,27,20273827,133.0,1,1,0.24243444471097336
b0.1550_N256,0.155,256,38,28,20273828,257.5,1,1,0.2328622171995634
b0.1550_N256,0.155,256,38,29,20273829,84.5,1,1,0.14095794870877407
b0.1550_N256,0.155,256,38,30,20273830,255.0,1,1,0.23091581538444916
b0.1550_N256,0.155,256,38,31,20273831,426.0,1,1,0.2917128310234301
b0.1550_N256,0.155,256,38,32,20273832,232.0,1,1,0.20494334666515532
b0.1550_N256,0.155,256,38,33,20273833,286.5,1,1,0.26617451761496835
b0.1550_N256,0.155,256,38,34,20273834,199.5,1,1,0.2778227198285089
b0.1550_N256,0.155,256,38,35,20273835,476.5,1,1,0.26548456149125776
b0.1550_N256,0.155,256,38,36,20273836,179.5,1,1,0.23268720666345116
b0.1550_N256,0.155,256,38,37,20273837,242.5,1,1,0.21390180470166353
b0.1550_N256,0.155,256,38,38,20273838,200.0,1,1,0.21268455602463887
b0.1550_N256,0.155,256,38,39,20273839,141.5,1,1,0.21773902007806964
b0.1550_N256,0.155,256,38,40,20273840,145.0,1,1,0.2062400398503825
b0.1550_N256,0.155,256,38,41,20273841,678.0,1,1,0.2973429153510367
b0.1550_N256,0.155,256,38,42,20273842,136.0,1,1,0.2396919833623475
b0.1550_N256,0.155,256,38,43,20273843,471.5,1,1,0.2752899677380505
b0.1550_N256,0.155,256,38,44,20273844,228.5,1,1,0.24712666729552354
b0.1550_N256,0.155,256,38,45,20273845,128.5,1,1,0.19180635144715538
b0.1550_N256,0.155,256,38,46,20273846,115.5,1,1,0.24757400681815453
b0.1550_N256,0.155,256,38,47,20273847,433.0,1,1,0.2722437370275535
b0.1550_N256,0.155,256,38,48,20273848,139.0,1,1,0.19867462182295192
b0.1550_N256,0.155,256,38,49,20273849,451.5,1,1,0.30641589974265676
b0.1550_N256,0.155,256,38,50,20273850,255.5,1,1,0.2448574211083326
b0.1550_N256,0.155,256,38,51,20273851,218.0,1,1,0.25800476756661855
b0.1550_N256,0.155,256,38,52,20273852,290.0,1,1,0.2791642125218946
b0.1550_N256,0.155,256,38,53,20273853,365.5,1,1,0.28758758143323543
b0.1550_N256,0.155,256,38,54,20273854,239.5,1,1,0.28189920949185676
b0.1550_N256,0.155,256,38,55,20273855,172.5,1,1,0.2383236136695746
b0.1550_N256,0.155,256,38,56,20273856,681.0,1,1,0.284542544526146
b0.1550_N256,0.155,256,38,57,20273857,349.5,1,1,0.30165526232410145
b0.1550_N256,0.155,256,38,58,20273858,153.0,1,1,0.267758010339572
b0.1550_N256,0.155,256,38,59,20273859,327.0,1,1,0.2853542586347029
b0.1550_N256,0.155,256,38,60,20273860,218.5,1,1,0.23686321916052935
