condition,beta,N,P,run_index,seed,tau,event,dwell_stat,rho_std_plateau,collapse_rho_mean
b0.110_N192,0.11,192,29,68,20266677,1861.0,1,25.0,0.16003899986663764,0.8516552471898087
b0.110_N192,0.11,192,29,69,20266678,568.5,1,69.5,0.15004198251407005,0.8514097977221468
b0.110_N192,0.11,192,29,70,20266679,1132.0,1,70.5,0.15800617496995753,0.8514121850652238
b0.110_N192,0.11,192,29,71,20266680,877.0,1,77.0,0.15557974330643293,0.8514084113886103
b0.110_N192,0.11,192,29,72,20266681,1644.5,1,21.5,0.16156367382813872,0.8514318789709397
b0.110_N192,0.11,192,29,73,20266682,471.0,1,79.0,0.14851955067874248,0.851408067384246
b0.110_N192,0.11,192,29,74,20266683,288.0,1,49.5,0.121999883086216,0.8514136980689266
b0.110_N192,0.11,192,29,75,20266684,1071.0,1,31.0,0.16316460869820695,0.8514035597481057
b0.110_N192,0.11,192,29,76,20266685,2080.5,1,49.5,0.1579044654559792,0.8514072146321019
b0.110_N192,0.11,192,29,77,20266686,805.0,1,60.0,0.1548506677015939,0.8514114601616659
b0.110_N192,0.11,192,29,78,20266687,498.5,1,69.0,0.13937840594881518,0.8514117769017792
b0.110_N192,0.11,192,29,79,20266688,1491.0,1,20.5,0.14586068270226074,0.8516556606151214
b0.110_N192,0.11,192,29,80,20266689,1639.0,1,56.5,0.15956519261772287,0.8514171000748553
b0.110_N192,0.11,192,29,81,20266690,223.5,1,53.0,0.13141365009211592,0.8516193215543785
b0.110_N192,0.11,192,29,82,20266691,365.5,1,72.5,0.13489046209732702,0.8514097438427863
b0.110_N192,0.11,192,29,83,20266692,2948.0,1,80.5,0.1649556567968903,0.8514085194268873
b0.110_N192,0.11,192,29,84,20266693,890.0,1,58.5,0.16360421354711172,0.8514353039942687
b0.110_N192,0.11,192,29,85,20266694,169.0,1,28.5,0.1232859476919003,0.85155600353903
b0.110_N192,0.11,192,29,86,20266695,1498.5,1,60.0,0.16749419283318806,0.8514064891402754
b0.110_N192,0.11,192,29,87,20266696,351.0,1,57.5,0.14956610449275767,0.8514142273168118
b0.110_N192,0.11,192,29,88,20266697,314.0,1,71.0,0.14993418762181376,0.8514093414256149
b0.110_N192,0.11,192,29,89,20266698,1547.0,1,64.0,0.16111422875681117,0.8514100949700735
b0.110_N192,0.11,192,29,90,20266699,968.5,1,74.0,0.155448152210067,0.8514079940535125
b0.110_N192,0.11,192,29,91,20266700,1146.5,1,54.0,0.16445138345532231,0.8517478368703411
b0.110_N192,0.11,192,29,92,20266701,353.0,1,47.0,0.1416775999502812,0.8513881939853308
b0.110_N192,0.11,192,29,93,20266702,940.5,1,32.0,0.1542232410610073,0.8514052608224637
b0.110_N192,0.11,192,29,94,20266703,484.0,1,70.5,0.14305447012709196,0.8514081644121085
b0.110_N192,0.11,192,29,95,20266704,1186.0,1,40.5,0.16055897499480834,0.8515083340267346
b0.110_N192,0.11,192,29,96,20266705,990.5,1,42.5,0.16331770545088198,0.8514105389097564
b0.110_N192,0.11,192,29,97,20266706,913.0,1,63.0,0.15078494586593041,0.8515505433241275
b0.110_N192,0.11,192,29,98,20266707,402.5,1,71.0,0.1485889686863048,0.8514088428301682
b0.110_N192,0.11,192,29,99,20266708,404.0,1,65.5,0.13730858958927628,0.8515677693633893
b0.110_N192,0.11,192,29,100,20266709,328.0,1,59.0,0.15139342081838023,0.8514165492179292
b0.110_N192,0.11,192,29,101,20266710,729.0,1,98.0,0.15427174762474233,0.8514118887854113
b0.110_N192,0.11,192,29,102,20266711,262.0,1,69.5,0.11343655214054746,0.8514094543207343
b0.110_N192,0.11,192,29,103,20266712,863.0,1,57.5,0.1616643478884782,0.8514348641380743
b0.110_N192,0.11,192,29,104,20266713,393.0,1,27.0,0.1463138500369213,0.8516242242069869
b0.110_N192,0.11,192,29,105,20266714,1081.5,1,66.0,0.1480703626386377,0.8514106913815676
b0.110_N192,0.11,192,29,106,20266715,1085.0,1,25.0,0.16102064184038542,0.8515518013455421
b0.110_N192,0.11,192,29,107,20266716,2816.5,1,97.0,0.16109404229188679,0.8514080526738749
b0.110_N192,0.11,192,29,108,20266717,391.0,1,58.5,0.14733688202391462,0.8515186115388652
b0.110_N192,0.11,192,29,109,20266718,252.5,1,37.5,0.14240925396859672,0.8514343206875344
b0.110_N192,0.11,192,29,110,20266719,457.0,1,26.0,0.15331950650957332,0.8517363440105341
b0.110_N192,0.11,192,29,111,20266720,419.0,1,68.5,0.13756893331780876,0.8514127852197323
b0.110_N192,0.11,192,29,112,20266721,430.0,1,25.0,0.15406432804526352,0.8515559782142823
b0.110_N192,0.11,192,29,113,20266722,182.5,1,38.5,0.11071459624682682,0.8514450573257565
b0.110_N192,0.11,192,29,114,20266723,162.5,1,25.0,0.10718743487205364,0.8517265351419017
b0.110_N192,0.11,192,29,115,20266724,1116.5,1,35.5,0.14864147011721987,0.8515302139738208
b0.110_N192,0.11,192,29,116,20266725,2410.5,1,80.5,0.16027809781854435,0.8514100396683694
b0.110_N192,0.11,192,29,117,20266726,541.5,1,70.5,0.1571287745673309,0.8514085749994568
b0.110_N192,0.11,192,29,118,20266727,1886.0,1,68.0,0.17257049471251742,0.8514107398172915
b0.110_N192,0.11,192,29,119,20266728,747.0,1,54.5,0.1434765324928781,0.851410294760279
b0.110_N192,0.11,192,29,120,20266729,1844.0,1,50.0,0.1622052229116464,0.8514067076663175
b0.110_N192,0.11,192,29,121,20266730,1982.5,1,83.0,0.15993384528544954,0.8514096007627888
b0.110_N192,0.11,192,29,122,20266731,1546.0,1,60.5,0.1631452624357227,0.8514090121930643
b0.110_N192,0.11,192,29,123,20266732,197.5,1,89.0,0.09427326285115542,0.8514129739498183
b0.110_N192,0.11,192,29,124,20266733,4245.5,1,47.0,0.1635009198987024,0.8514169485863504
b0.110_N192,0.11,192,29,125,20266734,453.0,1,62.0,0.12844498529393958,0.8514097262508682
b0.110_N192,0.11,192,29,126,20266735,2114.0,1,81.0,0.16291226158200403,0.8514108031560849
b0.110_N192,0.11,192,29,127,20266736,1998.0,1,18.5,0.16278221898072043,0.8514180456015065
b0.110_N192,0.11,192,29,128,20266737,967.5,1,45.0,0.1653395734544428,0.8514100955279815
b0.110_N192,0.11,192,29,129,20266738,1236.5,1,54.0,0.1585264373738922,0.8514738146919383
b0.110_N192,0.11,192,29,130,20266739,1475.0,1,45.5,0.15276403272547054,0.8514130450249459
b0.110_N192,0.11,192,29,131,20266740,2251.0,1,23.5,0.1636328327616882,0.8514355349132537
b0.110_N192,0.11,192,29,132,20266741,256.5,1,67.5,0.12896742861249694,0.8514088332018418
b0.110_N192,0.11,192,29,133,20266742,385.5,1,32.5,0.13171386540098404,0.8514560861227792
b0.110_N192,0.11,192,29,134,20266743,1502.5,1,63.5,0.159462746867784,0.8514252478895342
b0.110_N192,0.11,192,29,135,20266744,901.5,1,40.0,0.16005732981068177,0.8514524052207076
b0.110_N192,0.11,192,29,136,20266745,999.5,1,16.5,0.15171972521545346,0.8517526478286577
b0.110_N192,0.11,192,29,137,20266746,356.5,1,42.5,0.15176928680629823,0.8514888713572956
b0.110_N192,0.11,192,29,138,20266747,2233.0,1,519.5,0.13293685828921067,0.48473495069917943
b0.110_N192,0.11,192,29,139,20266748,330.5,1,53.5,0.15442007609038402,0.8514096930718015
b0.110_N192,0.11,192,29,140,20266749,244.0,1,49.0,0.11942957403289112,0.8514120148283881
b0.110_N192,0.11,192,29,141,20266750,1451.5,1,69.0,0.16223526617183798,0.8514120629575599
b0.110_N192,0.11,192,29,142,20266751,666.5,1,88.0,0.14116311557528094,0.851412899261016
b0.110_N192,0.11,192,29,143,20266752,1785.5,1,28.0,0.1659045389714253,0.8514916563246048
b0.110_N192,0.11,192,29,144,20266753,1800.5,1,37.0,0.16608600767559953,0.8515577000694833
b0.110_N192,0.11,192,29,145,20266754,414.0,1,81.5,0.13489915096168556,0.8514094927369878
b0.110_N192,0.11,192,29,146,20266755,556.5,1,51.5,0.15425972384103337,0.8514318508337028
b0.110_N192,0.11,192,29,147,20266756,767.0,1,50.5,0.14868078881834917,0.851451429279572
b0.110_N192,0.11,192,29,148,20266757,813.5,1,86.0,0.1462160060353931,0.8514091546776926
b0.110_N192,0.11,192,29,149,20266758,2214.5,1,69.0,0.15945693004566883,0.8514532099483323
b0.110_N192,0.11,192,29,150,20266759,2286.0,1,30.5,0.16319098866953738,0.8514083103598371
b0.110_N192,0.11,192,29,151,20266760,1674.5,1,71.5,0.16577894574966182,0.8515663723985077
b0.110_N192,0.11,192,29,152,20266761,720.0,1,90.5,0.1339167572901149,0.8514103782473871
b0.110_N192,0.11,192,29,153,20266762,466.5,1,34.5,0.1500578565457673,0.8515769371135365
b0.110_N192,0.11,192,29,154,20266763,525.0,1,63.5,0.15431347410950108,0.8514097144844408
b0.110_N192,0.11,192,29,155,20266764,541.0,1,18.0,0.16125046008796273,0.8515279230976561
b0.110_N192,0.11,192,29,156,20266765,525.5,1,75.0,0.1341765572307538,0.851410899915498
b0.110_N192,0.11,192,29,157,20266766,1001.5,1,89.5,0.16223294598009858,0.851407715873297
b0.110_N192,0.11,192,29,158,20266767,390.5,1,46.0,0.15242950018948978,0.851753685713894
b0.110_N192,0.11,192,29,159,20266768,158.0,1,55.5,0.09131864911994321,0.8514369026240827
b0.110_N192,0.11,192,29,160,20266769,1039.0,1,140.5,0.15095488503730498,0.85155947311618
b0.110_N192,0.11,192,29,161,20266770,748.5,1,34.5,0.15640311458875183,0.8514211537726225
b0.110_N192,0.11,192,29,162,20266771,939.0,1,53.0,0.1538112947537458,0.8517040099436611
b0.110_N192,0.11,192,29,163,20266772,187.5,1,35.5,0.11148126566038674,0.8515697112037893
b0.110_N192,0.11,192,29,164,20266773,243.5,1,36.0,0.12174938702521071,0.8514307775256209
b0.110_N192,0.11,192,29,165,20266774,786.5,1,89.0,0.14234836476803095,0.8514113601581244
b0.110_N192,0.11,192,29,166,20266775,935.0,1,22.0,0.16239175229018252,0.8513475634027513
b0.110_N192,0.11,192,29,167,20266776,953.0,1,16.5,0.1587555699655946,0.8516732081017199
b0.110_N192,0.11,192,29,168,20266777,940.0,1,66.5,0.1512397141895329,0.8514102693927673
b0.110_N192,0.11,192,29,169,20266778,1289.5,1,76.0,0.1683016312225786,0.8514731790147595
b0.110_N192,0.11,192,29,170,20266779,1253.0,1,102.0,0.16278991718360483,0.8514095520661957
b0.110_N192,0.11,192,29,171,20266780,696.5,1,36.0,0.1458427351502947,0.8514354857799425
b0.110_N192,0.11,192,29,172,20266781,1223.0,1,64.5,0.1569286654447126,0.8514158255012575
b0.110_N192,0.11,192,29,173,20266782,878.0,1,71.0,0.15873932618040074,0.8514126267628727
b0.110_N192,0.11,192,29,174,20266783,407.0,1,44.0,0.13203083146948424,0.8514428660611464
b0.110_N192,0.11,192,29,175,20266784,188.0,1,41.5,0.1298262982690715,0.8514425199078315
b0.110_N192,0.11,192,29,176,20266785,959.5,1,36.5,0.14412348973601619,0.8514145523270873
b0.110_N192,0.11,192,29,177,20266786,266.0,1,34.0,0.13961509415034068,0.8517164816660471
b0.110_N192,0.11,192,29,178,20266787,1504.5,1,51.5,0.1626050319840539,0.8514186274062406
b0.110_N192,0.11,192,29,179,20266788,491.5,1,59.0,0.1443707974464333,0.8514112352220158
b0.110_N192,0.11,192,29,180,20266789,269.5,1,45.5,0.1314966085411663,0.851568472938935
b0.110_N192,0.11,192,29,181,20266790,377.0,1,22.5,0.14344147151525352,0.851601883675405
b0.110_N192,0.11,192,29,182,20266791,226.5,1,21.0,0.14786274559211246,0.8514466687129931
b0.110_N192,0.11,192,29,183,20266792,2291.0,1,14.5,0.16055743773640674,0.8517601388248233
b0.110_N192,0.11,192,29,184,20266793,210.0,1,16.5,0.14652847116490447,0.8517770003206108
b0.110_N192,0.11,192,29,185,20266794,610.5,1,51.0,0.14426738115337293,0.85166190416734
b0.110_N192,0.11,192,29,186,20266795,3577.5,1,61.5,0.15945068886973598,0.8515112570627491
b0.110_N192,0.11,192,29,187,20266796,388.5,1,52.5,0.1477380819652935,0.8514114002976765
b0.110_N192,0.11,192,29,188,20266797,345.0,1,19.5,0.15210463969128257,0.851692121817679
b0.110_N192,0.11,192,29,189,20266798,785.0,1,77.5,0.1550289020040762,0.8514083159805916
b0.110_N192,0.11,192,29,190,20266799,607.0,1,52.5,0.14192025958210266,0.851416478817799
b0.110_N192,0.11,192,29,191,20266800,299.0,1,67.5,0.1240446985921158,0.8514111791488442
b0.110_N192,0.11,192,29,192,20266801,360.5,1,33.0,0.12137881107137409,0.8513342409606222
b0.110_N192,0.11,192,29,193,20266802,382.5,1,87.5,0.12904747425541485,0.8514132326585152
b0.110_N192,0.11,192,29,194,20266803,1578.5,1,67.5,0.16563506053323038,0.851413282783518
b0.110_N192,0.11,192,29,195,20266804,1369.5,1,65.5,0.15477351519571972,0.8514111211532841
b0.110_N192,0.11,192,29,196,20266805,758.0,1,60.0,0.14840305975932286,0.8514104446745191
b0.110_N192,0.11,192,29,197,20266806,1238.0,1,84.5,0.16374277609319673,0.8514110180382666
b0.110_N192,0.11,192,29,198,20266807,421.0,1,73.0,0.14956448856267515,0.8514117773877777
b0.110_N192,0.11,192,29,199,20266808,303.5,1,34.0,0.14872869613061884,0.8514821985045858
b0.110_N192,0.11,192,29,200,20266809,3060.0,1,63.5,0.1596680769622514,0.8514835030734403
b0.110_N192,0.11,192,29,201,20266810,497.5,1,86.5,0.1404121656693825,0.8514109438090743
b0.110_N192,0.11,192,29,202,20266811,817.5,1,78.0,0.13597277808927943,0.8514076000229708
b0.110_N192,0.11,192,29,203,20266812,295.0,1,55.0,0.1347239279573566,0.8514150425999577
b0.110_N192,0.11,192,29,204,20266813,1365.0,1,41.0,0.15423317375407752,0.8514222013882846
b0.110_N192,0.11,192,29,205,20266814,829.5,1,70.5,0.13815903452577152,0.8514090029729456
b0.110_N192,0.11,192,29,206,20266815,1449.5,1,53.0,0.16154455383122956,0.8514160953107685
b0.110_N192,0.11,192,29,207,20266816,486.0,1,67.0,0.14575177707775488,0.8514162891899425
b0.110_N192,0.11,192,29,208,20266817,902.0,1,54.5,0.1542510345002254,0.8517377071450691
b0.110_N192,0.11,192,29,209,20266818,1307.0,1,82.0,0.14490149161078023,0.8517105712324801
b0.110_N192,0.11,192,29,210,20266819,810.5,1,42.0,0.16800456086925136,0.8514130615648187
b0.110_N192,0.11,192,29,211,20266820,1119.5,1,62.5,0.15524176868724154,0.8514104681717342
b0.110_N192,0.11,192,29,212,20266821,393.5,1,65.0,0.12470196110634248,0.851414661404421
b0.110_N192,0.11,192,29,213,20266822,699.0,1,110.0,0.1577101182304338,0.8514091808841346
b0.110_N192,0.11,192,29,214,20266823,369.5,1,73.0,0.1328820641901832,0.8514076625472772
b0.110_N192,0.11,192,29,215,20266824,1442.5,1,23.5,0.1564384861214894,0.8516224751975865
b0.110_N192,0.11,192,29,216,20266825,1071.0,1,24.0,0.16500286041387321,0.8514277155373929
b0.110_N192,0.11,192,29,217,20266826,593.5,1,60.5,0.15686817665521444,0.8514338460250105
b0.110_N192,0.11,192,29,218,20266827,1828.5,1,519.0,0.1303868509075396,0.48473498091585615
b0.110_N192,0.11,192,29,219,20266828,173.0,1,105.0,0.07100497107922563,0.8514091062398831
b0.110_N192,0.11,192,29,220,20266829,1153.5,1,510.0,0.11075811015664354,0.484734903917176
b0.110_N192,0.11,192,29,221,20266830,629.5,1,26.5,0.17507113645373817,0.8516813305735801
b0.110_N192,0.11,192,29,222,20266831,3528.0,1,70.5,0.17076144034902327,0.8514095707110357
b0.110_N192,0.11,192,29,223,20266832,354.0,1,44.0,0.13274056798109582,0.8514430187711723
b0.110_N192,0.11,192,29,224,20266833,399.5,1,48.0,0.14080955763427613,0.8513562722947086
b0.110_N192,0.11,192,29,225,20266834,963.0,1,35.0,0.1428825516771943,0.8514116463164255
b0.110_N192,0.11,192,29,226,20266835,365.5,1,27.5,0.12699706301085306,0.8515646333696543
b0.110_N192,0.11,192,29,227,20266836,469.5,1,61.5,0.1538753061461427,0.8514373173485064
b0.110_N192,0.11,192,29,228,20266837,477.0,1,23.0,0.14152141504323618,0.851549711483413
b0.110_N192,0.11,192,29,229,20266838,555.5,1,68.0,0.1412243400573808,0.8514096221294358
b0.110_N192,0.11,192,29,230,20266839,258.5,1,62.5,0.1117030137736479,0.8514087876111412
b0.110_N192,0.11,192,29,231,20266840,611.5,1,62.5,0.14666126438978233,0.8517519528669344
b0.110_N192,0.11,192,29,232,20266841,649.5,1,19.5,0.1722824436272456,0.8513617796342077
b0.110_N192,0.11,192,29,233,20266842,217.5,1,83.5,0.06912842436123787,0.8514147878207857
b0.110_N192,0.11,192,29,234,20266843,2046.0,1,51.5,0.1686106337114607,0.851413086012763
b0.110_N192,0.11,192,29,235,20266844,1334.0,1,97.0,0.15511303955147537,0.85141124934571
b0.110_N192,0.11,192,29,236,20266845,1809.0,1,47.0,0.15899701287280696,0.8514128966232425
b0.110_N192,0.11,192,29,237,20266846,528.0,1,49.0,0.15942616721962813,0.8514100673893901
b0.110_N192,0.11,192,29,238,20266847,1497.0,1,58.0,0.1536852675225427,0.851616336092476
b0.110_N192,0.11,192,29,239,20266848,1099.5,1,24.0,0.14332004612802265,0.8517570750507808
b0.110_N192,0.11,192,29,240,20266849,859.5,1,21.5,0.1612612157222647,0.8517608891512078
b0.110_N192,0.11,192,29,241,20266850,997.0,1,72.5,0.1617103936312391,0.8514086364420722
b0.110_N192,0.11,192,29,242,20266851,1352.5,1,33.5,0.1757612683693955,0.8515593306167254
b0.110_N192,0.11,192,29,243,20266852,4121.0,1,30.5,0.16283719617076933,0.8514871245969248
b0.110_N192,0.11,192,29,244,20266853,986.0,1,67.5,0.14379449821256168,0.851410736182304
b0.110_N192,0.11,192,29,245,20266854,914.0,1,30.0,0.16618860826526274,0.8514464399269414
b0.110_N192,0.11,192,29,246,20266855,341.0,1,48.0,0.13664000623740474,0.851414874782492
b0.110_N192,0.11,192,29,247,20266856,1685.0,1,17.5,0.15762111888425417,0.8515750803204996
b0.110_N192,0.11,192,29,248,20266857,533.5,1,33.0,0.13903684230058241,0.851418401038618
b0.110_N192,0.11,192,29,249,20266858,255.5,1,70.0,0.12571439231879283,0.8514109285729546
b0.110_N192,0.11,192,29,250,20266859,363.5,1,54.0,0.13998379430267105,0.851434834855445
b0.110_N192,0.11,192,29,251,20266860,3261.5,1,519.5,0.16308876075510975,0.48473491108118627
b0.110_N192,0.11,192,29,252,20266861,888.5,1,50.5,0.16125439149090096,0.8514582982709729
b0.110_N192,0.11,192,29,253,20266862,927.0,1,61.5,0.14195636536399253,0.8514080292173042
b0.110_N192,0.11,192,29,254,20266863,481.5,1,12.5,0.14308926653451706,0.8517288074661452
b0.110_N192,0.11,192,29,255,20266864,167.5,1,71.0,0.08043861200481954,0.851715816211626
b0.110_N192,0.11,192,29,256,20266865,2327.0,1,56.5,0.15747325481943555,0.8514303283749368
b0.110_N192,0.11,192,29,257,20266866,538.0,1,121.5,0.13651033144882815,0.8514290431638077
b0.110_N192,0.11,192,29,258,20266867,546.5,1,25.5,0.16721191577787278,0.8516236283213484
b0.110_N192,0.11,192,29,259,20266868,1515.0,1,72.5,0.16960061934811943,0.8514118955184017
b0.110_N192,0.11,192,29,260,20266869,329.5,1,70.0,0.12057538437397779,0.8514081580306713
b0.110_N192,0.11,192,29,261,20266870,1861.5,1,29.5,0.16205723996002427,0.8515670464436912
b0.110_N192,0.11,192,29,262,20266871,1000.5,1,19.0,0.14946289157473633,0.8514111217388112
b0.110_N192,0.11,192,29,263,20266872,516.5,1,37.0,0.14330353025762102,0.8507473509490765
b0.110_N192,0.11,192,29,264,20266873,626.5,1,53.0,0.1552476185177984,0.8514103277858266
b0.110_N192,0.11,192,29,265,20266874,1352.0,1,92.0,0.16011864119999178,0.851411201239137
b0.110_N192,0.11,192,29,266,20266875,331.0,1,72.0,0.1389010606634398,0.8514091525843717
b0.110_N192,0.11,192,29,267,20266876,723.5,1,86.0,0.1533347902051522,0.8514115439341948
b0.110_N192,0.11,192,29,268,20266877,902.5,1,22.5,0.15954195888127837,0.8515803030847366
b0.110_N192,0.11,192,29,269,20266878,238.5,1,40.0,0.1480592673027492,0.8514409488587229
b0.110_N192,0.11,192,29,270,20266879,1020.5,1,90.5,0.15168810049639214,0.8514104080165698
b0.110_N192,0.11,192,29,271,20266880,276.5,1,29.5,0.15745433001784306,0.8517000210696527
b0.110_N192,0.11,192,29,272,20266881,211.5,1,16.5,0.1471694019912314,0.8513421319294591
b0.110_N192,0.11,192,29,273,20266882,227.5,1,57.5,0.12937195009731903,0.8514144539015948
b0.110_N192,0.11,192,29,274,20266883,1251.5,1,42.5,0.15954646127316277,0.8515206786057133
b0.110_N192,0.11,192,29,275,20266884,133.5,1,32.5,0.09511691500615413,0.8515350562580849
b0.110_N192,0.11,192,29,276,20266885,1120.0,1,43.0,0.16456517861846773,0.8514342137472338
